id,year,context,question,options,correct_answer,CE,DS,EK,IC,MR,TC,image,IU,ledor,figures,description,area,cor,system_answer
7,2015,"
Disponível em: www.rededemocratica.org. Acesso em: 28 set. 2012.
","
Na imagem, encontram-se referências a um momento de 
intensa  agitação  estudantil  no  país.  Tal  mobilização  se 
explica pela
","{'A': ' divulgação de denúncias de corrupção envolvendo o presidente da República.\n', 'B': ' criminalização  dos  movimentos  sociais  realizada  pelo Governo Federal.\n', 'C': ' adoção  do  arrocho  salarial implementada  pelo Ministério da Fazenda.\n', 'D': ' compra  de  apoio  político  promovida  pelo  Poder Executivo.\n', 'E': ' violência  da  repressão  estatal  atribuída  às  Forças Armadas.\n\n'}",{'A': ' divulgação de denúncias de corrupção envolvendo o presidente da República.\n'},No,No,Yes,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
8,2015,"
O  reconhecimento  da  união  homoafetiva  levou  o 
debate  à  esfera  pública,  dividindo  opiniões.  Apesar  da 
grande repercussão gerada pela mídia, a população ainda 
não  se  faz  suficientemente  esclarecida,  confundindo 
o  conceito  de  união  estável  com  casamento.  Apesar 
de  ter  sido  legitimado  pelo  Supremo  Tribunal  Federal 
(STF), o reconhecimento da união homoafetiva é fruto do 
protagonismo dos movimentos sociais como um todo.
ARÊDES, N.; SOUZA, I.; FERREIRA, E. Disponível em: http://reporterpontocom.wordpress.com. 
Acesso em: 1 mar. 2012 (adaptado).
","
As decisões em favor das minorias, tomadas pelo Poder 
Judiciário,  foram  possíveis  pela  organização  desses 
grupos.  Ainda  que  não  sejam  assimiladas  por  toda  a 
população, essas mudanças
","{'A': ' contribuem para a manutenção da ordem social.\n', 'B': ' reconhecem a legitimidade desses pleitos.\n', 'C': ' dependem da iniciativa do Poder Legislativo Federal.\n', 'D': ' resultam na celebração de um consenso político.\n', 'E': ' excedem o princípio da isonomia jurídica.\n\n'}",{'B': ' reconhecem a legitimidade desses pleitos.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
9,2015,"
Decreto-lei 3.509, de 12 de setembro de 1865

Art. 1º – O cidadão guarda-nacional que por si apresentar outra pessoa para o serviço do Exército por tempo de 
nove anos, com a idoneidade regulada pelas leis militares, ficará isento não só do recrutamento, senão também do 
serviço da Guarda Nacional. O substituído é responsável por o que o substituiu, no caso de deserção.

Arquivo Histórico do Exército. Ordem do dia do Exército, n. 455, 1865 (adaptado).
No artigo, tem-se um dos mecanismos de formação dos “Voluntários da Pátria”, encaminhados para lutar na Guerra do 
Paraguai. Tal prática passou a ocorrer com muita frequência no Brasil nesse período e indica o(a)","Decreto-lei 3.509, de 12 de setembro de 1865

Art. 1º – O cidadão guarda-nacional que por si apresentar outra pessoa para o serviço do Exército por tempo de 
nove anos, com a idoneidade regulada pelas leis militares, ficará isento não só do recrutamento, senão também do 
serviço da Guarda Nacional. O substituído é responsável por o que o substituiu, no caso de deserção.

Arquivo Histórico do Exército. Ordem do dia do Exército, n. 455, 1865 (adaptado).
No artigo, tem-se um dos mecanismos de formação dos “Voluntários da Pátria”, encaminhados para lutar na Guerra do 
Paraguai. Tal prática passou a ocorrer com muita frequência no Brasil nesse período e indica o(a)
","{'A': ' forma como o Exército brasileiro se tornou o mais bem equipado da América do Sul.\n', 'B': ' incentivo dos grandes proprietários à participação dos seus filhos no conflito.\n', 'C': ' solução adotada pelo país para aumentar o contingente de escravos no conflito.\n', 'D': ' envio de escravos para os conflitos armados, visando sua qualificação para o trabalho.\n', 'E': ' fato de que muitos escravos passaram a substituir seus proprietários em troca de liberdade.\n'}",{'E': ' fato de que muitos escravos passaram a substituir seus proprietários em troca de liberdade.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
10,2015,"
SANTIAGO. O interior. In: LEMOS, R. (Org.). Uma história do Brasil através da caricatura: 1840-2001. Rio de Janeiro: Letras & Expressões, 2001 (adaptado).
","
O diálogo entre os personagens da charge evidencia, no Brasil, a(s)
","{'A': ' reinserção do país na economia globalizada.\n', 'B': ' transformações políticas na vigência do Estado Novo.\n', 'C': ' alterações em áreas estratégicas para o desenvolvimento do país.\n', 'D': ' suspensão das eleições legislativas durante o período da Ditadura Militar.\n', 'E': ' volta da democracia após um período sem eleições diretas para o Executivo Federal.\n\n'}",{'E': ' volta da democracia após um período sem eleições diretas para o Executivo Federal.\n\n'},No,No,No,Yes,No,Yes,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
11,2015,"Estimativa do número de escravos africanos desembarcados no Brasil entre os anos de 1846 a 1852

Disponível em: www.slavevoyages.org. Acesso em: 24 fev. 2012 (adaptado).
","
A  mudança  apresentada  na  tabela  é  reflexo  da  Lei Eusébio de Queiróz que, em 1850,
","{'A': ' aboliu a escravidão no território brasileiro.\n', 'B': ' definiu o tráfico de escravos como pirataria.\n', 'C': ' elevou as taxas para importação de escravos.\n', 'D': ' libertou os escravos com mais de 60 anos.\n', 'E': ' garantiu o direito de alforria aos escravos.\n\n'}",{'B': ' definiu o tráfico de escravos como pirataria.\n'},No,No,Yes,No,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
13,2015,"
IBGE. Tendências demográficas: uma análise da sinopse preliminar 
do censo demográfico 2000. Rio de Janeiro: IBGE, 2001.
","
O processo indicado no gráfico demonstra um aumento 
significativo da população urbana em relação à população 
rural no Brasil. Esse fenômeno pode ser explicado pela
","{'A': ' atração  de  mão  de  obra  pelo  setor  produtivo concentrado nas áreas urbanas.\n', 'B': ' manutenção  da  instabilidade  climática  nas  áreas rurais.\n', 'C': ' concentração da oferta de ensino nas áreas urbanas.\n', 'D': ' inclusão  da  população  das  áreas  urbanas  em programas assistenciais.\n', 'E': ' redução dos subsídios para os setores da economia localizados nas áreas rurais.\n\n'}",{'A': ' atração  de  mão  de  obra  pelo  setor  produtivo concentrado nas áreas urbanas.\n'},No,No,Yes,No,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
12,2015,"
O acúmulo gradual de sais nas camadas superiores do  solo,  um  processo  chamado   salinização,  retarda  o crescimento das safras, diminui a produção das culturas e, consequentemente, mata as plantas e arruína o solo. A salinização mais grave ocorre na Ásia, em especial na China, na Índia e no Paquistão.

MILLER, G. Ciência ambiental. São Paulo: Thomson, 2007.
","
O  fenômeno  descrito  no  texto  representa  um  grande impacto ambiental em áreas agrícolas e tem como causa direta o(a)
","{'A': ' rotação de cultivos.\n', 'B': ' associação de culturas.\n', 'C': ' plantio em curvas de nível.\n', 'D': ' manipulação genética das plantas.\n', 'E': ' instalação de sistemas de irrigação.\n\n'}",{'E': ' instalação de sistemas de irrigação.\n\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
14,2015,"
Os  nossos  ancestrais  dedicavam-se  à  caça,  à pesca  e  à  coleta  de  frutas  e  vegetais,  garantindo  sua subsistência, porque ainda não conheciam as práticas de 
agricultura e pecuária. Uma vez esgotados os alimentos, viam-se  obrigados  a  transferir  o  acampamento  para outro lugar.

HALL, P. P. Gestão ambiental. São Paulo: Pearson, 2011 (adaptado).
","
O texto refere-se ao movimento migratório denominado
","{'A': ' sedentarismo.\n', 'B': ' transumância.\n', 'C': ' êxodo rural.\n', 'D': ' nomadismo.\n', 'E': ' pendularismo.\n\n\n'}",{'D': ' nomadismo.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
15,2015,"
QUEIROZ FILHO, A. P.; BIASI, M. Técnicas de cartografia. In: VENTURI, L. A. B. (Org.). Geografia: práticas de campo, laboratório e sala de aula. São Paulo: Sarandi, 2011 (adaptado).
","
As figuras representam a distância real (D) entre duas residências e a distância proporcional (d) em uma representanção cartográfica, as quais permitem estabelecer relações espaciais entre o mapa e o terreno. Para a ilustração apresentada, a escala numérica correta é
","{'A': ' 1/50.\n', 'B': ' 1/5 000.\n', 'C': ' 1/50 000.\n', 'D': ' 1/80 000.\n', 'E': ' 1/80 000 000.\n\n'}",{'C': ' 1/50 000.\n'},No,No,No,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
16,2015,"
Dubai é uma cidade-estado planejada para estarrecer os visitantes. São tamanhos e formatos grandiosos, em hotéis e centros comerciais reluzentes, numa colagem de estilos e atrações que parece testar diariamente os limites da arquitetura voltada para o lazer. O maior shopping do tórrido Oriente Médio abriga uma pista de esqui, a orla do Golfo Pérsico ganha milionárias ilhas artificiais, o centro financeiro anuncia para breve a torre mais alta do mundo (a Burj Dubai) e tem ainda o projeto de um campo de golfe coberto! Coberto e refrigerado, para usar com sol e chuva, inverno e verão.

Disponível em: http://viagem.uol.com.br. Acesso em: 30 jul. 2012 (adaptado).
","
No texto, são descritas algumas características da paisagem de uma cidade do Oriente Médio. Essas características descritas são resultado do(a)
","{'A': ' criação de territórios políticos estratégicos.\n', 'B': ' preocupação ambiental pautada em decisões governamentais.\n', 'C': ' utilização de tecnologia para transformação do espaço.\n', 'D': ' demanda advinda da extração local de combustíveis fósseis.\n', 'E': ' emprego de recursos públicos na redução de desigualdades sociais.\n\n'}",{'C': ' utilização de tecnologia para transformação do espaço.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
17,2015,"
Sabe-se  o  que  era  a  mata  do  Nordeste,  antes  da 
monocultura da cana: um arvoredo tanto e tamanho e tão 
basto e de tantas prumagens que não podia homem dar 
conta. O canavial desvirginou todo esse mato grosso do 
modo  mais  cru:  pela  queimada. A  fogo  é  que  foram  se 
abrindo no mato virgem os claros por onde se estendeu 
o canavial civilizador, mas ao mesmo tempo devastador.
FREYRE, G. Nordeste. São Paulo: Global, 2004 (adaptado).
","
Analisando  os  desdobramentos  da  atividade  canavieira 
sobre  o  meio  físico,  o  autor  salienta  um  paradoxo, 
caracterizado pelo(a)
","{'A': ' demanda de trabalho, que favorecia a escravidão.\n', 'B': ' modelo civilizatório, que acarretou danos ambientais.\n', 'C': ' rudimento  das técnicas  produtivas,  que  eram ineficientes.\n', 'D': ' natureza  da  atividade  econômica,  que  concentrou riqueza.\n', 'E': ' predomínio  da  monocultura,  que  era  voltada  para exportação.\n\n'}","{'B': ' modelo civilizatório, que acarretou danos ambientais.\n'}",No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
18,2015,"
Na  sociedade  democrática,  as  opiniões  de  cada 
um não são fortalezas ou castelos para que neles nos 
encerremos  como  forma  de  autoafirmação  pessoal. 
Não  só  temos  de  ser  capazes  de  exercer  a  razão 
em  nossas  argumentações,  como  também  devemos 
desenvolver  a  capacidade  de  ser  convencidos  pelas 
melhores razões. A partir dessa perspectiva, a verdade 
buscada é sempre um resultado, não ponto de partida: 
e  essa  busca  inclui  a  conversação  entre  iguais,  a 
polêmica, o debate, a controvérsia.

SAVATER, F. As perguntas da vida. São Paulo: Martins Fontes, 2001 (adaptado).
","
A  ideia  de  democracia  presente  no  texto,  baseada  na concepção  de  Habermas  acerca  do  discurso,  defende que a verdade é um(a)
","{'A': ' alvo  objetivo  alcançável  por  cada  pessoa,  como agente racional autônomo. \n', 'B': ' critério  acima  dos  homens,  de  acordo  com  o  qual podemos julgar quais opiniões são as melhores.\n', 'C': ' construção  da  atividade  racional  de  comunicação entre os indivíduos, cujo resultado é um consenso.\n', 'D': ' produto  da  razão,  que  todo  indivíduo  traz  latente desde o nascimento, mas que só se firma no processo educativo.\n', 'E': ' resultado  que  se  encontra  mais  desenvolvido  nos espíritos elevados, a quem cabe a tarefa de convencer os outros.\n\n\n'}","{'C': ' construção  da  atividade  racional  de  comunicação entre os indivíduos, cujo resultado é um consenso.\n'}",No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
19,2015,"
Colonizar,  afirmava,  em  1912,  um  eminente  jurista, 
“é relacionar-se com os países novos para tirar benefícios 
dos  recursos  de  qualquer  natureza  desses  países, 
aproveitá-los no interesse nacional, e ao mesmo tempo 
levar  às  populações  primitivas  as  vantagens  da  cultura 
intelectual,  social,  científica,  moral,  artística,  literária, 
comercial e industrial, apanágio das raças superiores. 
A  colonização  é,  pois,  um  estabelecimento  fundado  em 
país  novo  por  uma  raça  de  civilização  avançada,  para 
realizar o duplo fim que acabamos de indicar”.

MÉRIGNHAC. Précis de législation et d´économie coloniales. Apud LINHARES, M. Y. 
A luta contra a Metrópole (Ásia e África). São Paulo: Brasiliense, 1981.
","
A definição de colonização apresentada no texto tinha a função ideológica de
","{'A': ' dissimular a prática da exploração mediante a ideia de civilização.\n', 'B': ' compensar  o  saque  das  riquezas  mediante  a educação formal dos colonos.\n', 'C': ' formar  uma identidade  colonial  mediante  a recuperação de sua ancestralidade.\n', 'D': ' reparar o atraso da Colônia mediante a incorporação dos hábitos da Metrópole.\n', 'E': ' promover a elevação cultural da Colônia mediante a incorporação de tradições metropolitanas.\n\n'}",{'A': ' dissimular a prática da exploração mediante a ideia de civilização.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
20,2015,"TEXTO I

Não é possível passar das trevas da ignorância para a 
luz da ciência a não ser lendo, com um amor sempre mais 
vivo, as obras dos Antigos. Ladrem os cães, grunhem os 
porcos!  Nem  por  isso  deixarei  de  ser  um  seguidor  dos 
Antigos. Para eles irão todos os meus cuidados e, todos 
os dias, a aurora me encontrará entregue ao seu estudo.
BLOIS, P. Apud PEDRERO SÁNCHEZ, M. G. História da Idade Média:
texto e testemunhas. São Paulo: Unesp, 2000.

TEXTO II

A nossa geração tem arraigado o defeito de recusar admitir  tudo  o  que  parece  vir  dos  modernos.  Por  isso, quando  descubro  uma  ideia  pessoal  e  quero  torná-la 
pública, atribuo-a a outrem e declaro: — Foi fulano de tal que o disse, não sou eu. E para que acreditem totalmente nas minhas opiniões, digo: — O inventor foi fulano de tal, não sou eu.
BATH, A. Apud PEDRERO SÁNCHEZ, M. G. História da Idade Média: texto e testemunhas. 
São Paulo: Unesp, 2000.
","
Nos  textos  são  apresentados  pontos  de  vista  distintos 
sobre as mudanças culturais ocorridas no século XII no 
Ocidente. Comparando os textos, os autores discutem 
o(a)
","{'A': ' produção  do  conhecimento  face  à  manutenção  dos argumentos de autoridade da Igreja.\n', 'B': ' caráter  dinâmico  do  pensamento  laico  frente  à estagnação dos estudos religiosos.\n', 'C': ' surgimento do pensamento científico em oposição à tradição teológica cristã.\n', 'D': ' desenvolvimento  do  racionalismo  crítico  ao  opor  fé e razão.\n', 'E': ' construção de um saber teológico científico.\n\n'}",{'A': ' produção  do  conhecimento  face  à  manutenção  dos argumentos de autoridade da Igreja.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
23,2015," 
Em 1960, os 20% mais ricos da população mundial dispunham  de  um  capital  trinta  vezes  mais  elevado  do que o dos 20% mais pobres, o que já era escandaloso. Mas, ao invés de melhorar, a situação ainda se agravou. Hoje, o capital dos ricos em relação ao dos pobres é, não mais trinta, mas oitenta e duas vezes mais elevado.

RAMONET, I. Guerras do século XXI: novos temores e novas ameaças. 
Petrópolis: Vozes, 2003 (adaptado).
","
Que  característica  socioeconômica  está  expressa  no texto?
","{'A': ' Expansão demográfica.\n', 'B': ' Homogeneidade social.\n', 'C': ' Concentração de renda.\n', 'D': ' Desemprego conjuntural.\n', 'E': ' Desenvolvimento econômico.\n\n'}",{'C': ' Concentração de renda.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
24,2015,"
Mediante  o  Código  de  Posturas  de  1932,  o  poder 
público enumera e prevê, para os habitantes de Fortaleza, 
uma  série  de  proibições  condicionadas  pela  hora:  após 
as  22  horas  era  vetada  a  emissão  de  sons  em  volume 
acentuado. O uso de buzinas, sirenes, vitrolas, motores 
ou qualquer objeto que produzisse barulho seria punido 
com multa. No início dos anos 1940 o último bonde partia 
da Praça do Ferreira às 23 horas.

SILVA FILHO, A. L. M. Fortaleza: imagens da cidade. Fortaleza: 
Museu do Ceará; Secult, 2001 (adaptado).
","
Como Fortaleza,  muitas capitais brasileiras experimentaram, na primeira metade do século XX, um novo  tipo  de  vida  urbana,  marcado  por  condutas  que evidenciam uma
","{'A': ' experiência  temporal  regida  pelo  tempo  orgânico  e pessoal.\n', 'B': ' experiência  que  flexibilizava  a  obediência  ao  tempo do relógio.\n', 'C': ' relação  de  códigos  que  estimulavam  o  trânsito  de pessoas na cidade.\n', 'D': ' normatização  do  tempo  com  vistas  à  disciplina  dos corpos na cidade.\n', 'E': ' cultura  urbana  capaz  de  conviver  com  diferentes experiências temporais.\n\n'}",{'D': ' normatização  do  tempo  com  vistas  à  disciplina  dos corpos na cidade.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
21,2015,"Suponha  homens  numa  morada  subterrânea,  em 
forma de caverna, cuja entrada, aberta à luz, se estende 
sobre  todo  o  comprimento  da  fachada;  eles  estão  lá 
desde  a  infância,  as  pernas  e  o  pescoço  presos  por 
correntes, de tal sorte que não podem trocar de lugar e 
só podem olhar para frente, pois os grilhões os impedem 
de  voltar  a  cabeça;  a  luz  de  uma  fogueira  acesa  ao 
longe, numa elevada do terreno, brilha por detrás deles; 
entre  a  fogueira  e  os  prisioneiros,  há  um  caminho 
ascendente; ao longo do caminho, imagine um pequeno 
muro,  semelhante  aos  tapumes  que  os  manipuladores 
de marionetes armam entre eles e o público e sobre os 
quais exibem seus prestígios.

PLATÃO. A República. Lisboa: Fundação Calouste Gulbenkian, 2007.
","
Essa narrativa de Platão é uma importante manifestação 
cultural do pensamento grego antigo, cuja ideia central, 
do ponto de vista filosófico, evidencia o(a)
","{'A': ' caráter  antropológico,  descrevendo  as  origens  do homem primitivo.\n', 'B': ' sistema  penal  da  época,  criticando  o  sistema carcerário da sociedade ateniense.\n', 'C': ' vida  cultural  e  artística,  expressa  por  dramaturgos trágicos e cômicos gregos.\n', 'D': ' sistema  político  elitista,  provindo  do  surgimento  da pólis e da democracia ateniense.\n', 'E': ' teoria  do  conhecimento,  expondo  a  passagem  do mundo ilusório para o mundo das ideias.\n\n'}","{'E': ' teoria  do  conhecimento,  expondo  a  passagem  do mundo ilusório para o mundo das ideias.\n\n'}",No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
22,2015,"
Se os nossos adversários, que admitem a existência 
de  uma  natureza  não  criada  por  Deus,  o  Sumo  Bem, 
quisessem admitir que essas considerações estão certas, 
deixariam de proferir tantas blasfêmias, como a de atribuir 
a Deus tanto a autoria dos bens quanto dos males. Pois 
sendo Ele fonte suprema da Bondade, nunca poderia ter 
criado aquilo que é contrário à sua natureza.

AGOSTINHO. A natureza do Bem. Rio de Janeiro: Sétimo Selo, 2005 (adaptado).
","
Para Agostinho, não se deve atribuir a Deus a origem do mal porque
","{'A': ' o surgimento do mal é anterior à existência de Deus.\n', 'B': ' o  mal,  enquanto  princípio  ontológico,  independe  de Deus.\n', 'C': ' Deus  apenas  transforma  a  matéria,  que  é,  por natureza, má.\n', 'D': ' por ser bom, Deus não pode criar o que lhe é oposto, o mal.\n', 'E': ' Deus se limita a administrar a dialética existente entre o bem e o mal.\n\n\n'}","{'D': ' por ser bom, Deus não pode criar o que lhe é oposto, o mal.\n'}",No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
27,2015,"
A conquista pelos ingleses de grandes áreas da Índia 
deu  o  impulso  inicial  à  produção  e  venda  organizada 
de  ópio.  A  Companhia  das  Índias  Orientais  obteve  o 
monopólio  da  compra  do  ópio  indiano  e  depois  vendeu 
licenças para mercadores selecionados, conhecidos como 
“mercadores nativos”. Depois de vender ópio na China, 
esses  mercadores  depositavam  a  prata  que  recebiam 
por ele com agentes da companhia em Cantão, em troca 
de cartas de crédito; a companhia, por sua vez, usava a 
prata para comprar chá, porcelana e outros artigos que 
seriam vendidos na Inglaterra.

SPENCE, J. Em busca da China moderna. São Paulo: Cia. das Letras, 1996 (adaptado).
","
A  análise  das 
trocas  comerciais  citadas  permite 
interpretar as relações de poder que foram estabelecidas. 
A  partir  desse  pressuposto,  o  processo  sócio-histórico 
identificado no texto é
","{'A': ' a expansão político-econômica de países do Oriente, iniciada nas últimas décadas do século XX. \n', 'B': ' a  consolidação  do  cenário  político  entreguerras,  na primeira metade do século XX. \n', 'C': ' o  colonialismo  europeu,  que  marcou  a  expansão europeia no século XV.\n', 'D': ' o  imperialismo,  cujo  ápice  ocorreu  na  segunda metade do século XIX.\n', 'E': ' as libertações  nacionais,  ocorridas  na  segunda metade do século XX.\n\n'}","{'D': ' o  imperialismo,  cujo  ápice  ocorreu  na  segunda metade do século XIX.\n'}",No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
25,2015,"TEXTO I

A melhor banda de todos os tempos da última semana
O melhor disco brasileiro de música americana
O melhor disco dos últimos anos de sucessos do
passado
O maior sucesso de todos os tempos entre os dez
maiores fracassos

Não importa contradição
O que importa é televisão
Dizem que não há nada que você não se acostume
Cala a boca e aumenta o volume então.

MELLO, B.; BRITTO, S. A melhor banda de todos os tempos da última semana.
São Paulo: Abril Music, 2001 (fragmento).

TEXTO II

O fetichismo na música e a regressão da audição

Aldous  Huxley  levantou  em  um  de  seus  ensaios  a 
seguinte pergunta: quem ainda se diverte realmente hoje 
num lugar de diversão? Com o mesmo direito poder-se-ia 
perguntar: para quem a música de entretenimento serve 
ainda como entretenimento? Ao invés de entreter, parece 
que tal música contribui ainda mais para o emudecimento 
dos homens, para a morte da linguagem como expressão, 
para a incapacidade de comunicação.

ADORNO, T. Textos escolhidos. São Paulo: Nova Cultural, 1999. 
","
A  aproximação  entre  a  letra  da  canção  e  a  crítica  de 
Adorno indica o(a)
","{'A': ' lado efêmero e restritivo da indústria cultural.\n', 'B': ' baixa renovação da indústria de entretenimento.\n', 'C': ' influência da música americana na cultura brasileira.\n', 'D': ' fusão  entre  elementos  da  indústria  cultural  e  da cultura popular.\n', 'E': ' declínio da forma musical em prol de outros meios de entretenimento.\n\n'}",{'A': ' lado efêmero e restritivo da indústria cultural.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
26,2015,"
A pura lealdade na amizade, embora até o presente 
não tenha existido nenhum amigo leal, é imposta a todo 
homem,  essencialmente,  pelo  fato  de  tal  dever  estar 
implicado  como  dever  em  geral,  anteriormente  a  toda 
experiência,  na  ideia  de  uma  razão  que  determina  a 
vontade segundo princípios a priori.

KANT, I. Fundamentação da metafísica dos costumes. São Paulo: Barcarolla, 2009.
","
A passagem citada expõe um pensamento caracterizado pela
","{'A': ' eficácia prática da razão empírica.\n', 'B': ' transvaloração dos valores judaico-cristãos.\n', 'C': ' recusa em fundamentar a moral pela experiência.\n', 'D': ' comparação  da  ética  a  uma  ciência  de  rigor matemático.\n', 'E': ' importância  dos  valores  democráticos  nas  relações de amizade.\n\n'}",{'C': ' recusa em fundamentar a moral pela experiência.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
30,2015,"
Após ter  examinado  cuidadosamente todas  as coisas,  cumpre  enfim  concluir  e  ter  por  constante  que esta  proposição,  eu  sou,  eu  existo,  é  necessariamente verdadeira  todas  as  vezes  que  a  enuncio  ou  que  a concebo em meu espírito.

DESCARTES, R. Meditações. Pensadores. São Paulo: Abril Cultural, 1979.
","
A proposição “eu sou, eu existo” corresponde a um dos 
momentos  mais  importantes  na  ruptura  da  filosofia  do 
século XVII com os padrões da reflexão medieval, por
","{'A': ' estabelecer o ceticismo como opção legítima.\n', 'B': ' utilizar silogismos linguísticos como prova ontológica.\n', 'C': ' inaugurar  a  posição teórica  conhecida  como empirismo.\n', 'D': ' estabelecer  um  princípio indubitável  para  o conhecimento.\n', 'E': ' questionar  a  relação  entre  a  filosofia  e  o  tema  da existência de Deus.\n\n'}",{'D': ' estabelecer  um  princípio indubitável  para  o conhecimento.\n'},No,No,Yes,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
31,2015,"
O impulso para o ganho, a perseguição do lucro, do 
dinheiro, da maior quantidade possível de dinheiro não 
tem, em si mesma, nada que ver com o capitalismo. 
Tal impulso existe e sempre existiu. Pode-se dizer que 
tem sido comum a toda sorte e condição humanas em 
todos os tempos e em todos os países, sempre que se 
tenha apresentada a possibilidade objetiva para tanto. 
O  capitalismo,  porém,  identifica-se  com  a  busca  do 
lucro, do lucro sempre renovado por meio da empresa 
permanente,  capitalista  e  racional.  Pois  assim  deve 
ser:  numa  ordem  completamente  capitalista  da 
sociedade,  uma  empresa  individual  que  não  tirasse 
vantagem  das  oportunidades  de  obter  lucros  estaria 
condenada à extinção.

WEBER, M. A ética protestante e o espírito do capitalismo.
São Paulo: Martin Claret, 2001 (adaptado).
","
O capitalismo moderno, segundo Max Weber, apresenta 
como característica fundamental a
","{'A': ' competitividade decorrente da acumulação de capital. \n', 'B': ' implementação da flexibilidade produtiva e comercial.\n', 'C': ' ação calculada e planejada para obter rentabilidade.\n', 'D': ' socialização das condições de produção.\n', 'E': ' mercantilização da força de trabalho.\n\n'}",{'C': ' ação calculada e planejada para obter rentabilidade.\n'},No,No,Yes,No,No,No,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
28,2015,"DUARTE, P. A. Fundamentos de cartografia. Florianópolis: UFSC, 2002.
","
As  diferentes representações  cartográficas 
trazem consigo  as  ideologias  de  uma  época.  A  representação 
destacada se insere no contexto das Cruzadas por
","{'A': ' revelar  aspectos  da  estrutura  demográfica  de  um povo.\n', 'B': ' sinalizar a disseminação global de mitos e preceitos políticos.\n', 'C': ' utilizar  técnicas  para  demonstrar  a  centralidade  de algumas regiões.\n', 'D': ' mostrar  o  território  para  melhor  administração  dos recursos naturais.\n', 'E': ' refletir a dinâmica sociocultural associada à visão de mundo eurocêntrica.\n\n'}",{'C': ' utilizar  técnicas  para  demonstrar  a  centralidade  de algumas regiões.\n'},No,No,No,Yes,No,No,Yes,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
29,2015,"
Não acho que seja possível identificar a globalização 
apenas com a criação de uma economia global, embora 
este seja seu ponto focal e sua característica mais óbvia. 
Precisamos  olhar  além  da  economia.  Antes  de  tudo, 
a  globalização  depende  da  eliminação  de  obstáculos 
técnicos,  não  de  obstáculos  econômicos.  Isso  tornou 
possível organizar a produção, e não apenas o comércio, 
em escala internacional.

HOBSBAWM, E. O novo século: entrevista a Antonio Polito. 
São Paulo: Cia. das Letras, 2000 (adaptado).
","
Um fator essencial para a organização da produção, na 
conjuntura destacada no texto, é a
","{'A': ' criação de uniões aduaneiras.\n', 'B': ' difusão de padrões culturais.\n', 'C': ' melhoria na infraestrutura de transportes.\n', 'D': ' supressão das barreiras para comercialização.\n', 'E': ' organização de regras nas relações internacionais.\n\n'}",{'C': ' melhoria na infraestrutura de transportes.\n'},No,No,No,No,No,Yes,No,,,,,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,BRANCO,
