id,area,year,context,question,options,correct_answer,bloom_level,difficult_level,relevance,adherence,answerability,correctness,feedback,rouge,bleu,system_answer,steps_answer,model,lang
1555_2023,MATHEMATICS AND ITS TECHNOLOGIES,2023,"Aiming to attract more customers, the manager of a store announced a promotion in which each customer who makes a purchase can win a voucher to be used on their next purchase. To win their voucher, the customer needs to randomly draw a ball from each of the two urns A and B made available by the manager, in which there are only black and white balls. Currently, the probability of randomly choosing a black ball in urn A is 20 percent and the probability of choosing a black ball in urn B is 25 percent. The customer wins the voucher by drawing two black balls, one from each urn. Over the days, the manager realized that, for the promotion to be viable for the business, it was necessary to change the customer's success rate without changing the promotion rule. To do this, he decided to change the number of white balls in urn B so that the probability of a customer winning the voucher would be less than or equal to 1 percent. It is known that urn B has 4 black balls and that, in both urns, all balls have the same probability of being drawn.","If the probability of choosing a black ball in urn A is 20%, what is the probability of choosing a white ball in urn A?","[{'A': '80%'}, {'B': '20%'}, {'C': '50%'}, {'D': '30%'}, {'E': '40%'}]",[{'A': '80%'}],Recall,Beginner,5,4,5,1,"The question is highly relevant to the context provided, testing the understanding of probability concepts. The bloom taxonomy level 'Recall' aligns with the question, which requires recalling the concept of probability. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correctness score is 1 as the correct answer is indeed 'B: 20%'. Overall, a well-constructed multiple-choice question.","Score(precision=0.88, recall=0.11055276381909548, fmeasure=0.19642857142857145)",0.0005430065270243329,{C: 50%},"If the probability of choosing a black ball in urn A is 20%, then the probability of choosing a white ball in urn A would be 100% - 20% = 80%. Therefore, the probability of choosing a white ball in urn A is 80%, which means the probability of choosing a black ball in urn A is 20%.",gpt-3.5-turbo,EN
1555_2023,MATHEMATICS AND ITS TECHNOLOGIES,2023,"Aiming to attract more customers, the manager of a store announced a promotion in which each customer who makes a purchase can win a voucher to be used on their next purchase. To win their voucher, the customer needs to randomly draw a ball from each of the two urns A and B made available by the manager, in which there are only black and white balls. Currently, the probability of randomly choosing a black ball in urn A is 20 percent and the probability of choosing a black ball in urn B is 25 percent. The customer who draws two black balls, one from each urn, wins the voucher. Over the days, the manager realized that, for the promotion to be viable for the business, it was necessary to change the customer's success probability without changing the promotion rule. To do this, he decided to change the number of white balls in urn B so that the probability of a customer winning the voucher would be less than or equal to 1 percent. It is known that urn B has 4 black balls and that, in both urns, all balls have the same probability of being drawn.","What is the probability that a customer will not win the voucher when drawing a black ball from each urn A and B, respectively?","[{'A': '0.3%'}, {'B': '0.5%'}, {'C': '0.8%'}, {'D': '1%'}, {'E': '1.5%'}]",[{'C': '0.8%'}],Evaluate,Advanced,5,4,5,0,"The question is highly relevant to the context provided, testing the understanding of probability concepts in a real-world scenario. The bloom taxonomy level seems appropriate as it requires the application of probability concepts. The question provides enough information for the test-taker to arrive at an answer. However, the correctness score is 0 as the correct answer option is not provided in the question stem. The correct answer should be clearly indicated as part of the question.","Score(precision=0.5833333333333334, recall=0.07035175879396985, fmeasure=0.12556053811659193)",3.4557397698498537e-81,{C: 0.8%},"To find the probability that a customer will not win the voucher when drawing a black ball from each urn A and B, we need to calculate the probability of not drawing a black ball from each urn and then multiply these probabilities. The probability of not drawing a black ball from urn A is 1 - 0.2 = 0.8 (80%). The probability of not drawing a black ball from urn B is 1 - 0.25 = 0.75 (75%). Multiplying these probabilities gives 0.8 * 0.75 = 0.6, which is 0.6 or 0.6%.",gpt-3.5-turbo,EN
616_2017,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2017,"
PROPAGANDA - The examination of texts and messages 
from Propaganda reveals that it presents 
partial positions, reflecting only the thought of a 
minority, as if they expressed, instead, the conviction 
of a population; it is, in essence, about convincing the 
listener or reader that, in terms of opinion, they are off 
the right path, and inducing them to adhere to the theses 
that are presented to them, through a well-known mechanism 
of social psychology, that of conformity induced by group 
pressures on the isolated individual.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dictionary of politics.
Brasília: UnB, 1998 (adapted).
","What is the main characteristic of propaganda messages, according to the presented text?","[{'A': 'Reflect the conviction of the majority of the population.'}, {'B': 'Are neutral and impartial.'}, {'C': 'Induce the reader to disagree with the presented theses.'}, {'D': 'Seek to convince the reader that they are on the right path in their opinions.'}, {'E': 'Present partial positions that reflect the thought of a minority.'}]",[{'E': 'Present partial positions that reflect the thought of a minority.'}],Understand,Beginner,5,4,5,1,"The question is highly relevant to the context provided about propaganda messages. The bloom taxonomy level 'Understand' and difficulty level 'Beginner' are appropriate for the question. Sufficient information is given to arrive at the correct answer. The correct option is indeed correct, as it aligns with the main characteristic of propaganda messages as presented in the text.","Score(precision=0.46153846153846156, recall=0.06060606060606061, fmeasure=0.10714285714285714)",9.130946557578365e-158,{E: Present partial positions that reflect the thought of a minority.},"The main characteristic of propaganda messages, according to the presented text, is that they present partial positions that reflect the thought of a minority, as if they were the conviction of the majority of the population.",gpt-3.5-turbo,EN
616_2017,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2017,"
PROPAGANDA - The examination of texts and messages 
from Propaganda reveals that it presents 
biased positions, reflecting only the thoughts of a 
minority, as if they expressed, instead, the conviction 
of a population; ultimately, it is about convincing the 
listener or reader that, in terms of opinion, they are off 
the right path, and inducing them to adhere to the theses 
presented, through a well-known mechanism of 
social psychology, that of induced conformity by group 
pressures on the isolated individual.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dictionary of politics.
Brasília: UnB, 1998 (adapted).
",What is the purpose of propaganda regarding the opinions of the listener or reader?,"[{'A': 'Reinforce the existing opinions of the target audience.'}, {'B': 'Challenge the beliefs of the target audience.'}, {'C': 'Induce the target audience to adhere to the presented theses.'}, {'D': 'Ignore the opinions of the target audience.'}, {'E': 'Present a balanced debate of different points of view.'}]",[{'C': 'Induce the target audience to adhere to the presented theses.'}],Apply,Intermediate,5,4,5,0,"The question is highly relevant to the context provided about propaganda and its purpose. The bloom taxonomy level and difficulty are appropriate for the given information. The question is clear and provides enough information for the test-taker to arrive at an answer. However, the correctness score is 0 as the correct option should be 'C: Induce the target audience to adhere to the presented theses.'","Score(precision=0.6428571428571429, recall=0.09574468085106383, fmeasure=0.16666666666666666)",1.2658761738134083e-80,{C: Induce the target audience to adhere to the presented theses.},"The purpose of propaganda regarding the opinions of the listener or reader is to convince them that they are off the right path and induce them to adhere to the theses presented, through induced conformity by group pressures on the isolated individual. This aligns with option C: 'Induce the target audience to adhere to the presented theses.'",gpt-3.5-turbo,EN
616_2017,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2017,"
PROPAGANDA - The examination of texts and messages 
from Propaganda reveals that it presents 
biased positions, reflecting only the thoughts of a 
minority, as if they expressed, instead, the conviction 
of a population; ultimately, it is about convincing the 
listener or reader that, in terms of opinion, they are off 
the right path, and inducing them to adhere to the theses 
that are presented to them, through a well-known mechanism 
of social psychology, that of conformity induced by pressures 
of the group on the isolated individual.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dictionary of politics.
Brasília: UnB, 1998 (adapted).
",What is the psychological mechanism mentioned in the text that propaganda uses to influence the individual?,"[{'A': 'Rational persuasion.'}, {'B': 'Direct confrontation of ideas.'}, {'C': 'Conformity induced by pressures of the group.'}, {'D': 'Critical self-assessment.'}, {'E': 'Open and impartial discussion.'}]",[{'C': 'Conformity induced by pressures of the group.'}],Analyze,Advanced,5,4,5,1,The question is highly relevant to the context provided about propaganda and its mechanisms. The Bloom's level and difficulty are appropriate as it requires analyzing the psychological mechanism mentioned in the text. The question provides enough information for the test-taker to arrive at the correct answer. The correctness score is 1 as the correct answer 'Conformity induced by pressures of the group' aligns with the information given in the context.,"Score(precision=0.5, recall=0.08, fmeasure=0.13793103448275865)",8.557525457286405e-234,{C: Conformity induced by pressures of the group.},"The text mentions that propaganda influences individuals through a psychological mechanism of conformity induced by pressures of the group, making choice C the correct answer.",gpt-3.5-turbo,EN
616_2017,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2017,"
PROPAGANDA - The examination of texts and messages 
from Propaganda reveals that it presents 
partial positions, reflecting only the 
thought of a minority, as if they expressed, instead, the conviction 
of a population; it is, in essence, about convincing the 
listener or reader that, in terms of opinion, they are off 
the right path, and inducing them to adhere to the theses presented to them, through a well-known mechanism of 
social psychology, that of conformity induced by group pressures on the isolated individual.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dictionary of politics.
Brasília: UnB, 1998 (adapted).
",Why are propaganda messages described as partial in the text?,"[{'A': 'For reflecting the conviction of the majority of the population.'}, {'B': 'For presenting a balanced debate of different points of view.'}, {'C': 'For seeking to challenge the beliefs of the target audience.'}, {'D': 'For inducing the reader to disagree with the theses presented.'}, {'E': 'For reflecting only the thought of a minority.'}]",[{'E': 'For reflecting only the thought of a minority.'}],Understand,Intermediate,5,4,5,1,"The question is highly relevant to the context provided about propaganda and its characteristics. The bloom taxonomy level 'Understand' is appropriate for the question, as it requires understanding the concept of propaganda. The question provides enough information for the test-taker to arrive at the correct answer. The correct option is indeed correct, as propaganda messages are described as partial in the text for reflecting only the thought of a minority.","Score(precision=0.5, recall=0.05154639175257732, fmeasure=0.09345794392523363)",2.9519812304257525e-235,{E: For reflecting only the thought of a minority.},"The text mentions that propaganda presents partial positions that reflect only the thought of a minority, making it seem like it represents the conviction of the population. This aligns with option E.",gpt-3.5-turbo,EN
616_2017,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",2017,"
PROPAGANDA - The examination of texts and messages 
from Propaganda reveals that it presents 
biased positions, reflecting only the thoughts of a 
minority, as if they expressed, instead, the conviction 
of a population; ultimately, it is about convincing the 
listener or reader that, in terms of opinion, they are off 
the right path, and inducing them to adhere to the theses 
that are presented to them, through a well-known mechanism 
of social psychology, that of conformity induced by pressures 
from the group on the isolated individual.

BOBBIO, N.; MATTEUCCI, N.; PASQUINO, G. Dictionary of politics.
Brasília: UnB, 1998 (adapted).
",What is the ultimate goal of propaganda regarding the opinions of the target audience?,"[{'A': 'Maintain the diversity of opinions.'}, {'B': 'Challenge established beliefs.'}, {'C': 'Induce the target audience to adhere to the presented theses.'}, {'D': 'Stimulate open and impartial debate.'}, {'E': 'Reinforce existing opinions of the target audience.'}]",[{'C': 'Induce the target audience to adhere to the presented theses.'}],Evaluate,Advanced,5,4,5,1,The question is highly relevant to the context provided about propaganda and its goals. The bloom taxonomy level and difficulty seem appropriate for the given information. Sufficient information is given to answer the question. The correct answer option is accurate and aligns with the context provided.,"Score(precision=0.5, recall=0.07, fmeasure=0.12280701754385964)",3.401936488347435e-234,{C: Induce the target audience to adhere to the presented theses.},The ultimate goal of propaganda regarding the opinions of the target audience is to convince the listener or reader that they are off the right path and induce them to adhere to the theses presented to them.,gpt-3.5-turbo,EN
443_2017,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2017,"
Researchers have created a type of artificial platelet, 
made of a gelatinous polymer covered with antibodies, 
which promises to expedite the coagulation process when 
injected into the body. If there is bleeding, these 
antibodies cause the platelet to change its shape 
and transform into a kind of network that adheres to 
lesions in blood vessels and skin.

MOUTINHO, S. Accelerated coagulation. Available at: http://cienciahoje.uol.com.br. 
Accessed on: Feb 19, 2013 (adapted).
",What is the main objective of the artificial platelet created by researchers?,"[{'A': 'Promote blood coagulation'}, {'B': 'Eliminate antibodies from the body'}, {'C': 'Decrease the production of natural platelets'}, {'D': 'Cause bleeding in the lesions'}, {'E': 'Replace damaged blood vessels'}]",[{'A': 'Promote blood coagulation'}],Understand,Beginner,5,4,5,1,The question is highly relevant to the context provided about artificial platelets and their function in the coagulation process. The bloom taxonomy level 'Understand' is appropriate as it requires understanding the main objective of the artificial platelet. The question provides clear information for the test-taker to arrive at the correct answer. The correctness score is 1 as the correct answer 'Promote blood coagulation' aligns with the information given in the context.,"Score(precision=0.25, recall=0.04054054054054054, fmeasure=0.06976744186046512)",1.26735279275231e-233,{A: Promote blood coagulation},"The main objective of the artificial platelet created by researchers is to expedite the coagulation process when injected into the body, by causing the platelet to change its shape and adhere to lesions in blood vessels and skin.",gpt-3.5-turbo,EN
443_2017,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2017,"
Researchers have created a type of artificial platelet, 
made of a gelatinous polymer covered with antibodies, 
which promises to expedite the coagulation process when 
injected into the body. If there is bleeding, these 
antibodies cause the platelet to change its shape 
and transform into a kind of network that adheres to 
lesions in blood vessels and skin.

MOUTINHO, S. Accelerated coagulation. Available at: http://cienciahoje.uol.com.br. 
Accessed on: Feb 19, 2013 (adapted).
",How do the antibodies present in the artificial platelet contribute to the coagulation process?,"[{'A': 'Attacking healthy cells in the body'}, {'B': 'Inhibiting the formation of the coagulation network'}, {'C': 'Stimulating the production of more blood'}, {'D': 'Assisting in the formation of a network that adheres to lesions'}, {'E': 'Causing dilation of blood vessels'}]",[{'D': 'Assisting in the formation of a network that adheres to lesions'}],Apply,Intermediate,5,4,5,1,The question is highly relevant to the context provided about artificial platelets and their role in the coagulation process. The bloom taxonomy level and difficulty level are appropriate for the information given. Sufficient information is provided in the stem and options to arrive at the correct answer. The correct option is accurate in describing how the antibodies contribute to the coagulation process.,"Score(precision=0.42857142857142855, recall=0.08108108108108109, fmeasure=0.13636363636363638)",1.288359512703604e-156,{D: Assisting in the formation of a network that adheres to lesions},The antibodies present in the artificial platelet contribute to the coagulation process by causing the platelet to change its shape and transform into a kind of network that adheres to lesions in blood vessels and skin. This assists in the formation of a network that adheres to lesions.,gpt-3.5-turbo,EN
443_2017,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2017,"
Researchers have created a type of artificial platelet, 
made of a gelatinous polymer covered with antibodies, 
that promises to speed up the coagulation process when 
injected into the body. If there is bleeding, these 
antibodies cause the platelet to change its shape 
and transform into a kind of network that adheres to 
lesions in blood vessels and skin.

MOUTINHO, S. Accelerated coagulation. Available at: http://cienciahoje.uol.com.br. 
Accessed on: Feb 19, 2013 (adapted).
",What is the main characteristic of the artificial platelet in relation to blood coagulation?,"[{'A': 'Activate the immune system'}, {'B': 'Inhibit blood clot formation'}, {'C': 'Promote blood dilution'}, {'D': 'Transform into a network that adheres to lesions'}, {'E': 'Stimulate the production of natural platelets'}]",[{'D': 'Transform into a network that adheres to lesions'}],Analyzing,Advanced,5,4,5,1,The question is highly relevant to the context provided about artificial platelets and their role in blood coagulation. The bloom taxonomy level 'Analyzing' is appropriate as it requires understanding and analyzing the main characteristic of the artificial platelet. The question provides clear information for the test-takers to arrive at the correct answer. The correct option 'D: Transform into a network that adheres to lesions' aligns with the information given in the context.,"Score(precision=0.42857142857142855, recall=0.08, fmeasure=0.1348314606741573)",2.7818773593877297e-233,{D: Transform into a network that adheres to lesions},The main characteristic of the artificial platelet in relation to blood coagulation is that it transforms into a network that adheres to lesions in blood vessels and skin. This helps in speeding up the coagulation process when there is bleeding.,gpt-3.5-turbo,EN
443_2017,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2017,"
Researchers have created a type of artificial platelet, 
made of a gelatinous polymer covered with antibodies, 
which promises to speed up the coagulation process when 
injected into the body. If there is bleeding, these 
antibodies cause the platelet to change its shape 
and transform into a kind of network that sticks to 
lesions in blood vessels and skin.

MOUTINHO, S. Accelerated coagulation. Available at: http://cienciahoje.uol.com.br. 
Accessed on: Feb 19, 2013 (adapted).
",Why is the artificial platelet made of a gelatinous polymer?,"[{'A': 'To increase body temperature'}, {'B': 'To facilitate injection into the body'}, {'C': 'To neutralize the antibodies present'}, {'D': 'To accelerate patients' breathing'}, {'E': 'To stimulate the production of natural platelets'}]",[{'B': 'To facilitate injection into the body'}],Remember,Beginner,5,4,5,0,"The question is highly relevant to the context provided about artificial platelets and their purpose in the coagulation process. The bloom and difficulty level seem appropriate for the given information. The question is clear and provides enough information for the test-taker to arrive at an answer. However, the correctness score is 0 as the correct option is not provided in the question stem.","Score(precision=0.7, recall=0.09333333333333334, fmeasure=0.16470588235294115)",0.0007006584042130958,{B: To facilitate injection into the body},"The artificial platelet is made of a gelatinous polymer to facilitate injection into the body, as mentioned in the passage.",gpt-3.5-turbo,EN
443_2017,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2017,"
Researchers have created a type of artificial platelet, 
made of a gelatinous polymer covered with antibodies, 
that promises to speed up the coagulation process when 
injected into the body. If there is bleeding, these 
antibodies cause the platelet to change its shape 
and transform into a kind of network that sticks to 
lesions in blood vessels and skin.

MOUTINHO, S. Accelerated coagulation. Available at: http://cienciahoje.uol.com.br. 
Accessed on: Feb 19, 2013 (adapted).
",What is the function of antibodies in the artificial platelet during bleeding?,"[{'A': 'Prevent clot formation'}, {'B': 'Promote dilation of blood vessels'}, {'C': 'Stimulate the production of more blood'}, {'D': 'Assist in the formation of a network that sticks to lesions'}, {'E': 'Cause contraction of blood vessels'}]",[{'D': 'Assist in the formation of a network that sticks to lesions'}],Evaluate,Intermediate,5,4,5,1,The question is highly relevant to the context provided about artificial platelets and their function in the coagulation process. The bloom taxonomy level and difficulty are appropriate for an intermediate evaluation. The question provides clear information for the test-taker to arrive at the correct answer. The correct option 'Assist in the formation of a network that sticks to lesions' aligns with the function of antibodies in the artificial platelet as described in the context.,"Score(precision=0.3333333333333333, recall=0.05333333333333334, fmeasure=0.09195402298850575)",1.2056029614283353e-233,{D: Assist in the formation of a network that sticks to lesions},"The antibodies in the artificial platelet help in causing the platelet to change its shape and transform into a network that sticks to lesions in blood vessels and skin, thus assisting in the formation of a network that sticks to lesions.",gpt-3.5-turbo,EN
1524_2023,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Many women suffer from discomfort in the days leading up to menstruation, the so-called premenstrual tension. Among other symptoms, mood changes can occur. Currently, it is believed that the symptoms are the result of a decrease in the concentration of the neurotransmitter serotonin, which, in turn, is related to the decrease in the production of the ovarian hormones estrogen and progesterone, observed in this phase of the female cycle. []",What is the neurotransmitter whose decrease in concentration is related to the symptoms of premenstrual tension?,"[{'A': 'Dopamine'}, {'B': 'Serotonin'}, {'C': 'Norepinephrine'}, {'D': 'Acetylcholine'}, {'E': 'GABA'}]",[{'B': 'Serotonin'}],1,Beginner,5,4,5,1,The question is highly relevant to the context of the topic provided. It tests the understanding of neurotransmitters in relation to premenstrual tension. The bloom taxonomy level seems appropriate for a beginner level as it requires basic knowledge. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correct answer 'Serotonin' aligns with the information given in the stem.,"Score(precision=0.625, recall=0.12658227848101267, fmeasure=0.2105263157894737)",0.004766240686757496,{B: Serotonin},"The neurotransmitter whose decrease in concentration is related to the symptoms of premenstrual tension is serotonin, as mentioned in the passage.",gpt-3.5-turbo,EN
1524_2023,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Many women suffer from discomfort in the days leading up to menstruation, the so-called premenstrual tension. Among other symptoms, mood changes can occur. Currently, it is believed that the symptoms are the result of a decrease in the concentration of the neurotransmitter serotonin, which, in turn, is related to the decrease in the production of the ovarian hormones estrogen and progesterone, observed in this phase of the female cycle. []",What is the relationship between the production of the ovarian hormones estrogen and progesterone and premenstrual tension?,"[{'A': 'Increase serotonin production'}, {'B': 'Decrease serotonin production'}, {'C': 'Do not affect serotonin production'}, {'D': 'Cause dopamine release'}, {'E': 'Stimulate noradrenaline production'}]",[{'B': 'Decrease serotonin production'}],2,Intermediate,5,4,5,0,"The question is highly relevant to the context provided about premenstrual tension and the relationship with the production of ovarian hormones. The bloom taxonomy level and difficulty level are appropriate for the information given. The question is clear and provides enough information for the test-taker to arrive at an answer. However, the correctness score is 0 as none of the options provided are correct according to the context. The correct answer should be related to the decrease in the production of estrogen and progesterone, not serotonin.","Score(precision=0.6470588235294118, recall=0.13924050632911392, fmeasure=0.22916666666666669)",0.011689836125986479,{B: Decrease serotonin production},"The relationship between the production of the ovarian hormones estrogen and progesterone and premenstrual tension is that they lead to a decrease in serotonin production, which is believed to be related to the symptoms experienced during this phase of the female cycle.",gpt-3.5-turbo,EN
1524_2023,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Many women suffer from discomfort in the days leading up to menstruation, the so-called premenstrual tension. Among other symptoms, mood changes can occur. Currently, it is believed that the symptoms are the result of a decrease in the concentration of the neurotransmitter serotonin, which, in turn, is related to the decrease in the production of the ovarian hormones estrogen and progesterone, observed in this phase of the female cycle. []",What is the main mechanism of action of Selective Serotonin-Reuptake Inhibitors (SSRIs) in the treatment of premenstrual tension?,"[{'A': 'Increase in estrogen production'}, {'B': 'Blockage of progesterone receptors'}, {'C': 'Inhibition of serotonin reuptake in the brain'}, {'D': 'Stimulation of dopamine production'}, {'E': 'Reduction in noradrenaline production'}]",[{'C': 'Inhibition of serotonin reuptake in the brain'}],3,Advanced,5,4,5,1,"The question is highly relevant to the context provided about the efficacy of SSRIs in premenstrual syndrome. The bloom taxonomy level and difficulty level are appropriate for the given information. The question is clear and provides enough information for the test taker to arrive at the correct answer. The correct answer, 'Inhibition of serotonin reuptake in the brain,' aligns with the mechanism of action of SSRIs in treating premenstrual tension.","Score(precision=0.47368421052631576, recall=0.11392405063291139, fmeasure=0.1836734693877551)",0.0062785846908955814,{C: Inhibition of serotonin reuptake in the brain},"The main mechanism of action of Selective Serotonin-Reuptake Inhibitors (SSRIs) in the treatment of premenstrual tension is the inhibition of serotonin reuptake in the brain, which helps in increasing the concentration of serotonin and alleviating the symptoms associated with premenstrual syndrome.",gpt-3.5-turbo,EN
1524_2023,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Many women suffer from discomfort in the days leading up to menstruation, the so-called premenstrual tension. Among other symptoms, mood changes may occur. Currently, it is believed that the symptoms are the result of a decrease in the concentration of the neurotransmitter serotonin, which, in turn, is related to the decrease in the production of the ovarian hormones estrogen and progesterone, observed in this phase of the female cycle. []",What are the common symptoms of premenstrual tension besides mood changes?,"[{'A': 'Headaches and migraines'}, {'B': 'Increased blood pressure'}, {'C': 'Decreased breast sensitivity'}, {'D': 'Increased libido'}, {'E': 'Reduced appetite'}]",[{'A': 'Headaches and migraines'}],4,Advanced,5,4,5,0,"The question is highly relevant to the context provided about premenstrual tension and serotonin levels. The bloom taxonomy level and difficulty seem appropriate for the given information. The question is clear and provides enough information for the test taker to arrive at an answer. However, the correctness score is 0 as the correct answer is not marked in the options provided.","Score(precision=0.45454545454545453, recall=0.06329113924050633, fmeasure=0.11111111111111112)",1.4898149654347335e-157,{A: Headaches and migraines},"The common symptoms of premenstrual tension besides mood changes are headaches and migraines, as indicated by option A in the provided list of symptoms.",gpt-3.5-turbo,EN
1524_2023,NATURAL SCIENCES AND THEIR TECHNOLOGIES,2023,"## Efficacy of Selective Serotonin-Reuptake Inhibitors in Premenstrual Syndrome
Many women suffer from discomfort in the days leading up to menstruation, the so-called premenstrual tension. Among other symptoms, mood changes can occur. Currently, it is believed that the symptoms are the result of a decrease in the concentration of the neurotransmitter serotonin, which, in turn, is related to the decrease in the production of the ovarian hormones estrogen and progesterone, observed in this phase of the female cycle. []",Why is serotonin considered an important neurotransmitter in the context of premenstrual tension?,"[{'A': 'Regulates cortisol production'}, {'B': 'Stimulates insulin release'}, {'C': 'Controls body temperature'}, {'D': 'Modulates mood and sleep'}, {'E': 'Acts on muscle contraction'}]",[{'D': 'Modulates mood and sleep'}],5,Advanced,5,4,5,1,The question is highly relevant to the context provided about premenstrual tension and serotonin. The bloom taxonomy level and difficulty level are appropriate for the given information. The question is clear and provides enough information for the test-taker to arrive at the correct answer. The correct option 'D: Modulates mood and sleep' aligns with the role of serotonin as an important neurotransmitter in premenstrual tension.,"Score(precision=0.38461538461538464, recall=0.06329113924050633, fmeasure=0.10869565217391305)",4.121442083990809e-157,{D: Serotonin is considered an important neurotransmitter in the context of premenstrual tension because it modulates mood and sleep.},"In the context of premenstrual tension, serotonin is believed to be related to mood changes, making option D the correct choice.",gpt-3.5-turbo,EN
1474_2023,HUMANITIES AND THEIR TECHNOLOGIES,2023,"The 1964 Military Coup was relentless in combating what remained of the Peasant Leagues, widespread in the previous decade. However, in relation to the unions, its attitude was ambiguous. Through agreements with the United States, union centers and leadership courses based on conservative principles were conceived and taught by members of the Catholic Church. []",What was the attitude of the 1964 Military Coup towards the unions?,"[{'A': 'Favored the creation of conservative union centers and leadership courses.'}, {'B': 'Persecuted and eliminated all existing unions.'}, {'C': 'Promoted union autonomy and freedom of expression.'}, {'D': 'Completely ignored the existence of unions.'}, {'E': 'Encouraged the formation of communist-oriented unions.'}]",[{'A': 'Favored the creation of conservative union centers and leadership courses.'}],Comprehension,Beginner,5,4,5,1,The question is highly relevant to the context provided about the 1964 Military Coup and its attitude towards unions. The bloom taxonomy level 'Comprehension' and difficulty level 'Beginner' are appropriate for the question. Sufficient information is given in the stem and options to arrive at the correct answer. The correct option is accurately stated as 'Favored the creation of conservative union centers and leadership courses.' Well-constructed question overall.,"Score(precision=0.5, recall=0.1111111111111111, fmeasure=0.1818181818181818)",1.2832511809472454e-79,{A: Favored the creation of conservative union centers and leadership courses.},The text mentions that the 1964 Military Coup had an ambiguous attitude towards unions and favored the creation of conservative union centers and leadership courses based on conservative principles.,gpt-3.5-turbo,EN
1474_2023,HUMANITIES AND THEIR TECHNOLOGIES,2023,"The 1964 Military Coup was relentless in combating what remained of the Peasant Leagues, widespread in the previous decade. However, in relation to the unions, their attitude was ambiguous. Through agreements with the United States, union centers and leadership courses based on conservative principles were conceived and taught by members of the Catholic Church. []",What were the basic principles of the leadership courses taught to the unions after the 1964 Coup?,"[{'A': 'Socialist and Marxist principles.'}, {'B': 'Conservative principles taught by members of the Catholic Church.'}, {'C': 'Anarchist and libertarian principles.'}, {'D': 'Nationalist and militarist principles.'}, {'E': 'Democratic and secular principles.'}]",[{'B': 'Conservative principles taught by members of the Catholic Church.'}],Application,Intermediate,5,4,5,1,The question is highly relevant to the context provided about the 1964 Military Coup and the leadership courses taught to the unions. The bloom taxonomy level and difficulty level are appropriate for an application-level question at an intermediate level. Sufficient information is given in the stem and options to arrive at the correct answer. The correct option aligns with the information provided in the context.,"Score(precision=0.4117647058823529, recall=0.12962962962962962, fmeasure=0.19718309859154928)",9.623426067350663e-156,{B: Conservative principles taught by members of the Catholic Church.},"The passage mentions that after the 1964 Coup, union centers and leadership courses were based on conservative principles and taught by members of the Catholic Church.",gpt-3.5-turbo,EN
