id,year,context,question,options,correct_answer,CE,DS,EK,IC,MR,TC,image,IU,ledor,figures,description,area,cor,system_answer
158,2011,"
To determine the distance from a boat to the beach, 
a navigator used the following procedure: from a point A, he measured the visual angle α by aiming at a fixed point P on the beach. Keeping the boat in the same direction, he went to a point B so that it was possible to see the same point P on the beach, however at a visual angle of 2α. The figure illustrates this situation:
","
Suppose that the navigator measured the angle 
<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#x3B1;</mi><mo>=</mo><mn>30</mn><mo>&#xB0;</mo></math> and, upon reaching point B, he verified that the boat had traveled the distance AB = 2,000 m. Based on this data and maintaining the same trajectory, the shortest distance from the boat to the fixed point P will be
","{'A': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1000</mn></math> m.\n', 'B': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1000</mn><msqrt><mn>3</mn></msqrt></math> m.\n', 'C': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2000</mn><mfrac><msqrt><mn>3</mn></msqrt><mn>3</mn></mfrac></math> m.\n', 'D': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2000</mn></math> m.\n', 'E': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>2000</mn><msqrt><mn>3</mn></msqrt></math> m.\n\n'}","{'B': ' <math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1000</mn><msqrt><mn>3</mn></msqrt></math> m.\n'}",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
159,2011,"Rafael lives in the city center and decided to move, for medical recommendations, to one of the regions: Rural, Commercial, Urban Residential, or Suburban Residential. The main medical recommendation was regarding the temperatures of the 'heat islands' of the region, which should be below 31°C. Such temperatures are shown in the graph:","Choosing, randomly, one of the other regions to live in, the probability of him choosing a region that is suitable for medical recommendations is","{'A': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>5</mn></mfrac></math>\n', 'B': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>4</mn></mfrac></math>\n', 'C': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2</mn><mn>5</mn></mfrac></math>\n', 'D': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>5</mn></mfrac></math>\n', 'E': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>4</mn></mfrac></math>\n\n'}","{'E': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>4</mn></mfrac></math>\n\n'}",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
160,2011,"The mayor of a city wants to build a highway to provide access to another municipality. For this, a bidding process was opened with two competing companies. The first one charged R$ 100,000.00 per km built (n), plus a fixed amount of R$ 350,000.00, while the second one charged R$ 120,000.00 per km built (n), plus a fixed amount of R$ 150,000.00. Both companies have the same quality standard of services provided, but only one of them can be hired.","From an economic point of view, which equation would allow finding the extension of the highway that would make it indifferent for the city hall to choose any of the proposals presented?","{'A': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>100</mn><mi>n</mi><mo>+</mo><mn>350</mn><mo>=</mo><mn>120</mn><mi>n</mi><mo>+</mo><mn>150</mn></math>\\n', 'B': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>100</mn><mi>n</mi><mo>+</mo><mn>150</mn><mo>=</mo><mn>120</mn><mi>n</mi><mo>+</mo><mn>350</mn></math>   \\n', 'C': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>100</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>350</mn></mrow></mfenced><mo>=</mo><mn>120</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>150</mn></mrow></mfenced></math>\\n', 'D': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>100</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>350000</mn></mrow></mfenced><mo>=</mo><mn>120</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>150000</mn></mrow></mfenced></math> \\n', 'E': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>350</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>100000</mn></mrow></mfenced><mo>=</mo><mn>150</mn><mfenced><mrow><mi>n</mi><mo>+</mo><mn>120000</mn></mrow></mfenced></math>\\n\\n'}","{'A': '<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>100</mn><mi>n</mi><mo>+</mo><mn>350</mn><mo>=</mo><mn>120</mn><mi>n</mi><mo>+</mo><mn>150</mn></math>\\n'}",No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
161,2011,"The monthly number of tickets from a certain airline increased last year under the following conditions: in January, 33,000 tickets were sold; in February, 34,500; in March, 36,000. This growth pattern continues for the following months.",How many tickets were sold by this company in July of last year?,"{'A': ' 38,000\n', 'B': ' 40,500\n', 'C': ' 41,000\n', 'D': ' 42,000\n', 'E': ' 48,000\n\n'}","{'D': ' 42,000\n'}",No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
162,2011,"A person invested a certain amount in stocks. In the first month, she lost 30% of the total investment, and in the second month, she recovered 20% of what she had lost. After these two months, she decided to withdraw the amount of R$ 3,800.00 generated by the investment.",The initial amount that this person invested in stocks corresponds to the value of,"{'A': ' R$ 4222.22.\n', 'B': ' R$ 4523.80.\n', 'C': ' R$ 5000.00.\n', 'D': ' R$ 13300.00.\n', 'E': ' R$ 17100.00.\n\n'}",{'C': ' R$ 5000.00.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
163,2011,Many measures can be taken in our homes aiming at the rational use of electrical energy. This should be a daily attitude of citizenship. One of them can be reducing the time in the shower. A shower with a power of 4800 W consumes 4.8 kW per hour.,"A person who takes two showers daily, 10 minutes each, will consume how many kW in seven days?","{'A': ' 0.8\n', 'B': ' 1.6\n', 'C': ' 5.6\n', 'D': ' 11.2\n', 'E': ' 33.6\n\n'}",{'D': ' 11.2\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
164,2011,"About 20 million Brazilians live in the region covered by the caatinga, in almost 800,000 km² of area. When it doesn't rain, the backcountry man and his family need to walk kilometers in search of water from the reservoirs. The climatic irregularity is one of the factors that most interfere in the life of the sertanejo.","According to this survey, the population density of the region covered by the caatinga, in inhabitants per km², is","{'A': '  250.\n', 'B': '  25.\n', 'C': '  2.5.\n', 'D': '  0.25.\n', 'E': '  0.025.\n\n'}",{'B': '  25.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
165,2011,"The graph shows the internet connection speed used in households in Brazil. These data are the result of the most recent survey, from 2009, carried out by the Internet Management Committee (CGI).","By randomly choosing a surveyed household, what is the chance of having a broadband connection of at least 1 Mbps in this household?","{'A': '  0.45\n', 'B': '  0.42\n', 'C': '  0.30\n', 'D': '  0.22\n', 'E': '  0.15\n\n'}",{'D': '  0.22\n'},No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
166,2011,"The whole country is going through the first phase of the campaign 
against swine flu (H1N1). According to an 
infectious disease specialist from Emílio Ribas Institute, in São 
Paulo, the immunization 'should change', in the country, the history 
of the epidemic. With the vaccine, according to him, Brazil 
has the chance to stop a trend of disease growth, 
which has already killed 17 thousand worldwide. The table 
presents specific data from a single vaccination post. 

Available at: http://img.terra.com.br. Accessed on: Apr 26, 2010 (adapted).","By randomly choosing a person served 
at this vaccination post, the probability of them 
being a carrier of a chronic disease is","{'A': '  8%.\n', 'B': '  9%.\n', 'C': '  11%.\n', 'D': '  12%.\n', 'E': '  22%.\n\n'}",{'C': '  11%.\n'},No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
167,2011,"In a game played on a pool table, there are 16 balls: 1 white and 15 colored, which, according to the color, are worth 1 to 15 points (one value for each colored ball). The player hits the cue ball in a way that it hits the others, aiming to pocket two of the fifteen balls in any pocket. The values of these two balls are added up and must result in a value chosen by the player before the start of the play. Arthur, Bernardo, and Caio choose the numbers 12, 17, and 22 as the results of their respective sums.","With this choice, who is most likely to win the game is","{'A': 'Arthur, as the sum he chose is the smallest.\n', 'B': 'Bernardo, as there are 7 possibilities to compose the sum he chose, against 4 possibilities for Arthur's choice and 4 possibilities for Caio's choice.\n', 'C': 'Bernardo, as there are 7 possibilities to compose the sum he chose, against 5 possibilities for Arthur's choice and 4 possibilities for Caio's choice.\n', 'D': 'Caio, as there are 10 possibilities to compose the sum he chose, against 5 possibilities for Arthur's choice and 8 possibilities for Bernardo's choice.\n', 'E': 'Caio, as the sum he chose is the largest.\n\n'}","{'C': 'Bernardo, as there are 7 possibilities to compose the sum he chose, against 5 possibilities for Arthur's choice and 4 possibilities for Caio's choice.'}",No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
168,2011,"
It is possible to use water or food to attract birds and observe them. Many people usually use sugar water, for example, to attract hummingbirds. But it is important to know that, when making the mixture, you should always use one part of sugar to five parts of water. In addition, on hot days, you need to change the water two to three times, as it can ferment with the heat and, if ingested by the bird, can make it sick. Excess sugar, when crystallized, can also keep the bird's beak closed, preventing it from feeding. This can even kill it.

Children's Science Today. FNDE; Institute Science Today, year 19, n. 166, Mar. 1996
","
It is intended to completely fill a glass with the mixture to attract hummingbirds. The glass is cylindrical, and its measurements are 10 cm in height and 4 cm in diameter. The amount of water that should be used in the mixture is about (use <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>&#x3C0;</mi><mo>=</mo><mn>3</mn></math>)
","{'A': '  20 mL.\n', 'B': '  24 mL.\n', 'C': '  100 mL.\n', 'D': '  120 mL.\n', 'E': '  600 mL.\n\n'}",{'C': '  100 mL.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
169,2011,"The figure presents biometric information of a man (Duílio) and a woman (Sandra) who are trying to reach their ideal weight through physical activities (running). To check the obesity scale, a formula was developed to verify the Body Mass Index (BMI). This formula is presented as IMC = m / h^2, where m is the mass in kilograms and h is the height in meters.",See. Ed. 2055 (adapted).,The Body Mass Index Scale is presented in the table with the respective categories related to weights.,"New School. No. 172, May 2004.",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,"From the biometric data of Duílio and Sandra and the BMI Scale, the BMI value and the category in which each person is positioned on the Scale are",
170,2011,"QUESTION 170 
Athletics is one of the sports that most identify with the Olympic spirit. The figure illustrates an athletics track. The track is composed of eight lanes and has a width of 9.76 m. The lanes are numbered from the center of the track to the end and are built of segments of parallel straight lines and arcs of circumference. The two semicircles of the track are equal.


BIEMBENGUT, M. S. Mathematical Modeling as a teaching-learning method of Mathematics in 1st and 2nd grade courses. 1990. Master's Thesis. IGCE/UNESP, Rio Claro, 1990 (adapted).
","
If the athletes started from the same point, taking a full lap, in which of the lanes would the runner be benefiting?","{'A': '  1\n', 'B': '  4\n', 'C': '  5\n', 'D': '  7\n', 'E': '  8\n\n'}",{'A': '  1\n'},No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
171,2011,"In the last five years, 32 thousand women aged 20 to 24 were hospitalized in SUS hospitals due to stroke. Among men in the same age group, there were 28 thousand hospitalizations for the same reason.","Suppose that, in the next five years, there will be an increase of 8 thousand hospitalizations of women and that the increase in hospitalizations of men due to stroke occurs in the same proportion.","According to the information given, the number of men who would be hospitalized for stroke in the next five years would correspond to","{'A': '4 thousand.\n', 'B': '9 thousand.\n', 'C': '21 thousand.\n', 'D': '35 thousand.\n', 'E': '39 thousand.\n\n'}",No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,{'D': '35 thousand.\n'},
172,2011,"A survey, conducted in March 2010, asked internet users if they believed that human activities cause global warming. There were three possible alternatives and 279 internet users answered the survey, as shown in the graph.","Analyzing the data from the graph, how many internet users answered 'NO' to the survey?","{'A': ' Less than 23.\n', 'B': ' More than 23 and less than 25.\n', 'C': ' More than 50 and less than 75.\n', 'D': ' More than 100 and less than 190.\n', 'E': ' More than 200.\n\n'}",{'C': ' More than 50 and less than 75.\n'},No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
173,2011,"The color of a star is related to the temperature on its surface. Not very hot stars (around 3,000 K) appear reddish to us. Yellow stars, like the Sun, have a temperature around 6,000 K; the hottest ones are white or blue because their temperature is above 10,000 K.",The table presents a spectral classification and other data for stars of these classes.,"Available at: http://www.zenite.nu. Accessed on: May 1, 2010 (adapted).","If we take a star that has a temperature 5 times higher than the temperature of the Sun, what will be the order of magnitude of its luminosity?",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,"{'A': '20,000 times the luminosity of the Sun.\n', 'B': '28,000 times the luminosity of the Sun.\n', 'C': '28,850 times the luminosity of the Sun.\n', 'D': '30,000 times the luminosity of the Sun.\n', 'E': '50,000 times the luminosity of the Sun.\n\n'}",
174,2011,"
The human resources sector of a company 
is going to conduct an interview with 120 
candidates for an accountant position. By lottery, they intend to assign a 
number to each candidate, put the list of numbers 
in ascending numerical order and use it to call 
the interested parties. It turns out that, due to 
a computer defect, numbers with 5 distinct digits were generated and, in none of them, even digits appeared. 
","
Because of this, the order of calling the candidate who 
received the number 75913 is
","{'A': '  24.\n', 'B': '  31.\n', 'C': '  32.\n', 'D': '  88.\n', 'E': '  89.\n'}",{'E': '  89.\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
175,2011,"
A refrigeration technician needs to review all the 
air outlets in an office with several rooms.

In the image presented, each point indicated by a letter is the air outlet, and the segments are the pipes.
","
Starting the review at point K and ending at F, without 
going through each point more than once, the path will pass through the points 
","{'A': '  K, I and F. \n', 'B': '  K, J, I, G, L and F. \n', 'C': '  K, L, G, I, J, H and F.\n', 'D': '  K, J, H, I, G, L and F.\n', 'E': '  K, L, G, I, H, J and F.\n\n'}","{'C': '  K, L, G, I, J, H and F.\n'}",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
176,2011,"The term agribusiness does not refer only to agriculture and livestock, as activities related to this production include suppliers of equipment, services for rural areas, industrialization, and commercialization of products.",The following graph shows the percentage participation of agribusiness in the Brazilian GDP:,"Center for Advanced Studies in Applied Economics (CEPEA). Almanac April 2010. São Paulo: Abril, year 36 (adapted).",This graph was used in a lecture in which the speaker highlighted a decrease in the participation of agribusiness in the Brazilian GDP and the subsequent recovery of this participation in percentage terms.,No,No,No,Yes,No,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,"According to the graph, the period of decline occurred between the years of",
178,2011,"Consider that a person decides to invest a certain amount and is presented with three investment possibilities, with net profitability guaranteed for a period of one year, as described:","Investment A: 3% per month
Investment B: 36% per year
Investment C: 18% per semester

The profitability for these investments is calculated based on the previous period's value. The table provides some approximations for the analysis of profitability:","To choose the investment with the highest annual profitability, this person should","{'A': 'choose any of the investments A, B, or C, as their annual profitabilities are equal to 36%.', 'B': 'choose investments A or C, as their annual profitabilities are equal to 39%.', 'C': 'choose investment A, as its annual profitability is higher than the annual profitabilities of investments B and C.', 'D': 'choose investment B, as its profitability of 36% is higher than the profitabilities of 3% from investment A and 18% from investment C.', 'E': 'choose investment C, as its annual profitability of 39% is higher than the annual profitability of 36% from investments A and B.'}",No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,"{'C': 'choose investment A, as its annual profitability is higher than the annual profitabilities of investments B and C.'}",
179,2011,"An industry manufactures a single type of product and always sells all it produces. The total cost to manufacture a quantity q of products is given by a function, symbolized by C, while the revenue that the company obtains from selling the quantity q is also a function, symbolized by F. The total profit (L) obtained from selling the quantity q of products is given by the expression L = F - C.","Considering the functions F = 5q and C = 2q + 12 as revenue and cost, what is the minimum quantity of products that the industry will have to manufacture to avoid losses?","{'A': '  0\n', 'B': '  1 \n', 'C': '  3\n', 'D': '  4\n', 'E': '  5\n\n'}",{'D': '  4\n'},No,No,No,No,Yes,No,No,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
180,2011,"A landline telephone company offers two plans to its customers: in plan K, the customer pays R$ 29.90 for 200 monthly minutes and R$ 0.20 for each additional minute; in plan Z, pays R$ 49.90 for 300 monthly minutes and R$ 0.10 for each additional minute.","The graph that represents the amount paid, in Brazilian reais, in the two plans as a function of the minutes used is","{'A': ' \n', 'B': ' \n', 'C': ' \n', 'D': ' \n', 'E': ' '}",{'D': ' \n'},No,No,No,Yes,Yes,No,Yes,,,,,MATHEMATICS AND ITS TECHNOLOGIES,YELLOW,
96,2013,"
Palmeiras School Group 
3rd grade 
18-11-911 
J B Pereira
Description 

Our flag

 ""Golden green banner of my land
That the breeze of Brazil kisses and sways
Standard that the sunlight encloses
The divine promises of Hope.""

 
The Brazilian flag is the most beautiful of 
all; I will describe it. The green rectangle 
indicates the color of our forests. The yellow rhombus indicates the color of the natural riches 
that our dear Brazil holds like the 
gold. In the center of the flag, there is a blue sphere that indicates the 
earth, and the stars inside the sphere represent 
the states. In the band inside the sphere is written the motto 
Order and Progress, which represents the basis of the republic and the 
organization of the Brazilian people. Hail! Brazilian Flag

PALMEIRAS SCHOOL GROUP. Essays 
by Maria Anna de Biase and J. B. Pereira about the 
National Flag. Palmeiras (SP), Nov 18, 1911. 
APESP Collection. DAESP Collection. C10279. 
Available at: www.arquivoestado.sp.gov.br.
Accessed on: May 15, 2013.
","
The document was taken from an online exhibition of manuscripts from the state of São Paulo from the early 20th century. 
Regarding the social relevance for today's reader, the text 
","{'A': '  serves as a vehicle for transmitting patriotic values specific to the period in which it was written. \n', 'B': '  fulfills an instructional function of teaching rules of behavior in civic events.\n', 'C': '  implies the idea that Brazilians preserve the country's natural riches.\n', 'D': '  argues in favor of building a nation with equal rights.\n\n', 'E': '  presents a teaching methodology restricted to a specific time.\n\n'}",{'A': '  serves as a vehicle for transmitting patriotic values specific to the period in which it was written. \n'},No,No,No,No,No,Yes,Yes,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
97,2013,"TEXT I

They walked on the beach, when we left, eight or ten of them; 
and shortly after more started coming. And it seems to me that 
this day, four hundred or four hundred and fifty would come to the beach. Some of them carried bows and arrows, which 
they all exchanged for caps or for anything 
they were given. [...] They all walked so well-disposed, 
so well made and gallant with their dyes that they were very pleasing.

CASTRO, S. The letter of Pero Vaz de Caminha. Porto Alegre: L&PM, 1996 (fragment).

TEXT II

PORTINARI, C. The discovery of Brazil. 1956. Oil on canvas, 199 x 169 cm

Available at: www.portinari.org.br. Accessed on: June 12, 2013.
","
Belonging to the Brazilian cultural heritage, the letter of 
Pero Vaz de Caminha and the work of Portinari portray the 
arrival of the Portuguese in Brazil. From reading the texts, 
it is noted that
","{'A': '  the letter of Pero Vaz de Caminha represents one of the \nfirst artistic manifestations of the Portuguese \nin Brazilian lands and is concerned only with the \nliterary aesthetics.\n\n', 'B': '  Portinari's canvas portrays naked indigenous people with painted bodies, whose great significance is the affirmation of \nBrazilian academic art and the challenge of a \nmodern language.\n\n', 'C': '  the letter, as a historical-political testimony, shows \nthe colonizer's view of the people of the land, and the \npainting highlights, in the foreground, the restlessness \nof the natives.\n\n', 'D': '  the two productions, although using different \nlanguages — verbal and non-verbal —, fulfill the \nsame social and artistic function.\n\n', 'E': '  Caminha's painting and letter are manifestations of \ndifferent ethnic groups, produced at the same \nhistorical moment, portraying colonization.\n\n'}","{'C': '  the letter, as a historical-political testimony, shows \nthe colonizer's view of the people of the land, and the \npainting highlights, in the foreground, the restlessness \nof the natives.\n\n'}",No,No,No,Yes,No,Yes,Yes,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
98,2013,"
Querô

DELEGATE - So bring him down. See what they get out of this bastard.
SARARÁ - But there's a catch. He's a minor.
DELEGATE - Then handle it with care. Later we'll hand him over to the judge.
(The light goes out on the delegate and comes on the reporter, who addresses the audience.)
REPORTER - And Querô was squeezed, stacked, crushed body and soul in a filthy cubicle, with other boys. Boys all squeezed, stacked, crushed body and soul, hallucinated by their despair, blinded by many afflictions. Many boys, with their despair and their hatred, stacked, squeezed, crushed body and soul in the filthy cubicle of the reformatory. And it was there that Querô grew up.

MARCOS, P. Best theater. São Paulo: Global, 2003 (fragment).
","
In the reporter's speech, repetition causes a sense of intensification, building the idea of
","{'A': 'physical and moral oppression, which generates resentment in the boys.\n', 'B': 'police and social repression, which generates apathy in the boys.\n', 'C': 'judicial and media controversy, which generates confusion among the boys.\n', 'D': 'educational and carceral conception, which generates commotion in the boys.\n\n', 'E': 'critical and journalistic information, which generates indignation \n\namong the boys.\n\n'}","{'A': 'physical and moral oppression, which generates resentment in the boys.\n'}",No,No,No,No,No,Yes,No,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
99,2013,"
Secret Evil

If the anger that foams, the pain that dwells
In the soul, and destroys every illusion that arises,
Everything that stings, everything that devours
The heart, were stamped on the face;
If one could, the spirit that cries,
See through the mask of the face,
How many people, perhaps, who now envy
Would then cause us pity!
How many people who laugh, perhaps, to themselves
Keep a fierce, hidden enemy,
Like an invisible cancerous sore!
How many people who laugh, perhaps exist,
Whose only happiness consists
In appearing happy to others!

CORREIA, R. In: PATRIOTA, M. To understand Raimundo Correia. Brasília: Alhambra, 1995.
","
Consistent with the Parnassian proposal of formal care
and rationality in thematic conduct, Raimundo Correia's sonnet
reflects on how the emotions
of the individual are judged in society. In the conception
of the lyrical self, this judgment reveals that
","{'A': 'the need to be socially accepted leads the

individual to act in a deceitful manner.

', 'B': 'inner suffering becomes milder when

shared by a social group.

', 'C': 'the ability to forgive and accept differences

neutralizes the feeling of envy.

', 'D': 'the instinct of solidarity leads the individual to take pity on others.

', 'E': 'the transfiguration of anguish into joy is a harmful artifice to social interaction.


'}","{'A': 'the need to be socially accepted leads the

individual to act in a deceitful manner.

'}",No,No,No,No,No,Yes,No,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
100,2013,"
Department of Culture

NOTICE

NOTIFICATION - Summary of the resolution published 
in the Official Gazette of the City, 07/29/2011 - page 41 
- 511th Ordinary Meeting, on 06/21/2011.
Resolution No. 08/2011 - TOMBING of the 
properties at Rua Augusta, No. 349 and No. 353, corner 
with Rua Marquês de Paranaguá, No. 315, No. 327 
and No. 329 (Sector 010, Block 026, Lots 0016-2 
and 00170-0), neighborhood of Consolação, Subprefecture 
of Sé, according to the administrative process 
No. 1991-0.005.365-1.

Folha de S. Paulo, Aug. 5, 2011 (adapted).
","
A reader interested in government decisions 
writes a letter to the newspaper that published the notice, 
agreeing with the resolution summarized in the Notice 
of the Department of Culture. An appropriate sentence 
to express agreement is:
","{'A': 'What a wise initiative! The buildings in very poor \n\nconservation condition should be demolished.\n\n', 'B': 'Finally! The buildings located in this area \ndisfigure the architectural ensemble of Rua \nAugusta.\n\n', 'C': 'Congratulations! The government needs to show its strength \n\nas guardian of the traditions of local residents.\n\n', 'D': 'Fair decision! The government takes another step \ntowards solving the problem of lack of affordable housing.\n\n', 'E': 'Congratulations! The historical heritage of the city \ndeserves every effort to be preserved.\n\n'}",{'E': 'Congratulations! The historical heritage of the city \ndeserves every effort to be preserved.\n\n'},No,No,No,No,No,Yes,No,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
102,2013,"
KUCZYNSKIEGO, P. Illustration, 2008. 
Available at: http://capu.pl. Accessed on: 3 Aug. 2012.
","
The Polish graphic artist Pawla Kuczynskiego was born in 
1976 and has received several awards for his illustrations. 
In this work, addressing child labor, Kuczynskiego 
uses his art to
","{'A': '  spread the origin of striking social differences.\n', 'B': '  establish a proactive stance of society.\n', 'C': '  provoke reflection on this reality. \n', 'D': '  propose alternatives to solve this problem.\n', 'E': '  portray how the issue is addressed in various countries around the world.\n\n'}",{'C': '  provoke reflection on this reality. \n'},No,No,Yes,Yes,No,No,Yes,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
103,2013,"
The game is a voluntary activity or occupation, 
practiced within certain and determined limits of time 
and space, according to rules freely consented, but 
absolutely mandatory, endowed with an end in itself, 
accompanied by a feeling of tension and joy and 
of an awareness of being different from 'everyday life'.
HUIZINGA, J. Homo Ludens: A Study of the Play Element in Culture. Boston: Beacon Press, 1955.
","
According to the text, the game involves the possibility of enjoyment. From the point of view of bodily practices, this enjoyment is established through
","{'A': '  fixation of tactics, which defines standardization for 

greater popular reach.\n', 'B': '  competitiveness, which drives interest in success.\n', 'C': '  technical refinement, which generates satisfactory results.\n', 'D': '  playful character, which allows for unusual experiences.\n', 'E': '  technological use, which expands leisure options.\n'}","{'D': '  playful character, which allows for unusual experiences.\n'}",No,No,No,No,No,Yes,No,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
104,2013,"
New technologies

Currently, there is a prevailing discourse in the media about the exaltation of new technologies, especially those related to telecommunications. Common expressions such as 'the future has already arrived', 'technological wonders' and 'total connection with the world' 'fetishize' new products, turning them into objects of desire, of mandatory consumption. For this reason, today we carry in our pockets, bags, and backpacks the so much celebrated 'future'. However, we cannot reduce ourselves to mere victims of a perverse media device, or of a controlling capitalist device. There is perversion, certainly, and control, without a doubt. Nevertheless, we have developed a symbiotic relationship of mutual dependence with the media vehicles, which tightens with each shared image and with each personal dossier transformed into a public object of entertainment.

No longer like those chained in Plato's cave, we are free to imprison ourselves, by spontaneous will, in this sadomasochistic relationship with the media structures, in which we both control and are controlled.
SAMPAIO, A. S. The microphysics of the spectacle. Available at: http://observatoriodaimprensa.com.br.
Accessed on: Mar 1, 2013 (adapted).
","
When writing an opinion article, the producer needs to create a linguistic orientation base that allows reaching the readers and convincing them regarding the defended point of view. In this text, the choice of the highlighted verbal forms aims to 
","{'A': 'create a relationship of subordination between reader and author, since both use new technologies.', 'B': 'emphasize the probability that the entire Brazilian population is imprisoned by new technologies.', 'C': 'clearly indicate the point of view that today people are controlled by new technologies.', 'D': 'make the reader a co-participant in the point of view that he manipulates new technologies and is manipulated by them.', 'E': 'demonstrate to the reader their share of responsibility for letting new technologies control people.'}",{'D': 'make the reader a co-participant in the point of view that he manipulates new technologies and is manipulated by them.'},No,No,No,No,No,Yes,No,,,,,"LANGUAGES, CODES AND THEIR TECHNOLOGIES",YELLOW,
