id,area,year,context,response_gpt,response_llama,response_gpt_4,runtime_gpt,runtime_llama,runtime_gpt_4
17,Psychology,2022,"The increase in population and its concentration in urban areas, the expansion of international markets, and cultural changes pose new challenges to professionals in organizations and work and to workers who constantly need to fight for their rights. In this context, people bring to the work environment a plurality of characteristics that challenge norms, styles, standardizations, processes, and policies that were previously imposed and followed without as many questions. Text Source: INTERNATIONAL LABOR ORGANIZATION. UNDP. Promotion of Human Rights of LGBT People in the World of Work, 2015 (adapted).",,,"{""questions"":[
    {""question"": ""What is one of the new challenges faced by professionals in organizations due to the increase in population and its concentration in urban areas?"", ""bloom_level"": ""Remember"", ""difficult_level"": ""Beginner"", ""options"": [{""A"": ""Decrease in job opportunities"", ""B"": ""Increase in rural migration"", ""C"": ""Challenging norms and standardizations"", ""D"": ""Decrease in cultural diversity"", ""E"": ""Increase in job security""}], ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""Challenging norms and standardizations""},
    {""question"": ""How does the expansion of international markets impact the work environment?"", ""bloom_level"": ""Understand"", ""difficult_level"": ""Intermediate"", ""options"": [{""A"": ""It reduces the need for cultural diversity"", ""B"": ""It increases the need for standardization"", ""C"": ""It decreases the need for challenging norms"", ""D"": ""It increases the plurality of characteristics in the work environment"", ""E"": ""It reduces the need for workers' rights""}], ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""It increases the plurality of characteristics in the work environment""},
    {""question"": ""In the context of cultural changes and the promotion of human rights, how should organizations adapt their policies?"", ""bloom_level"": ""Apply"", ""difficult_level"": ""Advanced"", ""options"": [{""A"": ""By strictly adhering to traditional norms"", ""B"": ""By ignoring the plurality of characteristics"", ""C"": ""By imposing more standardizations"", ""D"": ""By questioning previously imposed norms and policies"", ""E"": ""By reducing the focus on workers' rights""}], ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""By questioning previously imposed norms and policies""}
]}",,,13.415597915649414
18,Psychology,2022,"In recent times, various segments of society have been leading debates on the reduction of the age of criminal responsibility. In addition, a series of situations reveals the lack of guarantee of human rights in various institutions or entities where the Psychology professional works, especially those where there is deprivation of liberty, such as in youth detention centers for young people in conflict with the law. It is common practice in this type of institution for psychologists to receive requests to diagnose, prognosticate, issue opinions, among other attributions. Source of the Text: DOTTO; ENDO; SPOSITO; ENDO. Psychology, violence and human rights. Regional Council of Psychology of the 6th Region. São Paulo, 2011 (adapted).",,,"{""questions"":[
    {""question"": ""What is a common practice for psychologists working in institutions where there is deprivation of liberty?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": [
        {""A"": ""To diagnose and prognosticate"", 
        ""B"": ""To issue opinions"", 
        ""C"": ""To lead debates on the reduction of the age of criminal responsibility"", 
        ""D"": ""To guarantee human rights"", 
        ""E"": ""To work in youth detention centers""}], 
    ""correct_answer"":[""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""To diagnose and prognosticate""},

    {""question"": ""What is the role of psychologists in the context of debates on the reduction of the age of criminal responsibility?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": [
        {""A"": ""To lead the debates"", 
        ""B"": ""To provide psychological support to the young people involved"", 
        ""C"": ""To diagnose and prognosticate the young people involved"", 
        ""D"": ""To issue opinions on the young people involved"", 
        ""E"": ""To ensure the human rights of the young people involved""}], 
    ""correct_answer"":[""E""], 
    ""correct_answer_letter"": ""E"", 
    ""correct_answer_text"": ""To ensure the human rights of the young people involved""},

    {""question"": ""How can psychologists contribute to the guarantee of human rights in institutions where there is deprivation of liberty?"", 
    ""bloom_level"": ""Apply"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": [
        {""A"": ""By diagnosing and prognosticating the individuals"", 
        ""B"": ""By issuing opinions on the individuals"", 
        ""C"": ""By providing psychological support to the individuals"", 
        ""D"": ""By leading debates on the reduction of the age of criminal responsibility"", 
        ""E"": ""By ensuring the human rights of the individuals""}], 
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""By providing psychological support to the individuals""}
]}",,,17.441789865493774
19,Psychology,2022,"Recently, a Specialized Social Assistance Reference Center (CREAS) linked to the Women's Coordination and the Municipal Council for Women's Rights was inaugurated in a community. The professionals of the service are concerned with promoting these rights and ensuring gender equity. Thus, a series of preventive and educational actions are sought to be developed with the women belonging to the community, aiming to reduce the vulnerability of the female population. Source of the Text: FEDERAL COUNCIL OF PSYCHOLOGY. Professional Award: Democracy and Full Citizenship of Women. 2012 (adapted).",,,"{""questions"":[
    {""question"": ""What is the primary goal of the Specialized Social Assistance Reference Center (CREAS) in the context provided?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {
        ""A"": ""To provide financial assistance to women"",
        ""B"": ""To promote women's rights and ensure gender equity"",
        ""C"": ""To provide employment opportunities for women"",
        ""D"": ""To provide housing for women"",
        ""E"": ""To provide educational opportunities for women""
    },
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""To promote women's rights and ensure gender equity""
    },
    {""question"": ""Why are preventive and educational actions being developed for the women in the community?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {
        ""A"": ""To increase the literacy rate among women"",
        ""B"": ""To reduce the vulnerability of the female population"",
        ""C"": ""To increase the employment rate among women"",
        ""D"": ""To increase the number of women in leadership positions"",
        ""E"": ""To increase the number of women in the community""
    },
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""To reduce the vulnerability of the female population""
    },
    {""question"": ""How might the actions of the Specialized Social Assistance Reference Center (CREAS) contribute to the promotion of democracy and full citizenship of women?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {
        ""A"": ""By providing women with voting rights"",
        ""B"": ""By ensuring equal representation of women in government"",
        ""C"": ""By promoting women's rights and reducing their vulnerability, thereby empowering them to participate fully in society"",
        ""D"": ""By providing women with financial independence"",
        ""E"": ""By providing women with educational opportunities""
    },
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""By promoting women's rights and reducing their vulnerability, thereby empowering them to participate fully in society""
    }
]}",,,16.482571840286255
20,Psychology,2022,"The population living on the streets is a serious expression of social inequality, as these individuals, without work and housing, remain on the margins of the productive process, excluded from the conditions to provide for their own survival, making the street the means to do so. The fragility of public policies is well known, often occupied by non-governmental and/or religious institutions. According to the guidelines on the Specialized Reference Center for the Population Living on the Streets (CENTRO POP) and Specialized Services, among the main actions aimed at serving the population living on the streets is institutional sheltering service, whose specificity lies in offering comprehensive protection that guarantees conditions for stay, coexistence, and a reference address, to provide privacy for people living on the streets, as well as families and individuals who are without reference and/or in a situation of threat. Text Source: BRAZIL. National Secretariat for Income and Citizenship and National Secretariat for Social Assistance. Ministry of Social Development and Fight against Hunger - MDS. Technical Guidelines: Specialized Reference Center for the Population Living on the Streets - Centro Pop. SUAS and Population Living on the Streets, 2011 (adapted).",,,"{""questions"":[
    {""question"": ""What is the main purpose of the institutional sheltering service provided by the Specialized Reference Center for the Population Living on the Streets (CENTRO POP)?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Beginner"",
    ""options"": {
        ""A"": ""To provide employment opportunities for the homeless"",
        ""B"": ""To offer comprehensive protection that guarantees conditions for stay, coexistence, and a reference address"",
        ""C"": ""To provide medical assistance to the homeless"",
        ""D"": ""To provide food and clothing to the homeless"",
        ""E"": ""To provide legal assistance to the homeless""
    },
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""To offer comprehensive protection that guarantees conditions for stay, coexistence, and a reference address""
    },
    {""question"": ""What is the main challenge faced by the population living on the streets?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {
        ""A"": ""Lack of entertainment"",
        ""B"": ""Lack of access to education"",
        ""C"": ""Exclusion from the conditions to provide for their own survival"",
        ""D"": ""Lack of access to healthcare"",
        ""E"": ""Lack of social interaction""
    },
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Exclusion from the conditions to provide for their own survival""
    },
    {""question"": ""What does the situation of the population living on the streets reflect about the society?"",
    ""bloom_level"": ""Evaluate"",
    ""difficult_level"": ""Advanced"",
    ""options"": {
        ""A"": ""The society's technological advancement"",
        ""B"": ""The society's economic prosperity"",
        ""C"": ""The society's cultural diversity"",
        ""D"": ""The society's social inequality"",
        ""E"": ""The society's political stability""
    },
    ""correct_answer"": [""D""],
    ""correct_answer_letter"": ""D"",
    ""correct_answer_text"": ""The society's social inequality""
    }
]}",,,21.052452087402344
21,Psychology,2022,"A psychologist works in a teaching hospital attending children and their families. In this health service, there is a multiprofessional team composed of social workers, nurses, doctors, nutritionists, and psychologists, who work together in an integrated way to meet the needs of children in treatment and support their families. The multiprofessional team meets periodically and everyone actively participates in discussions and decisions, so the team has been considered a reference in their area of expertise.",,,"{""questions"":[
    {""question"": ""What is the role of a psychologist in a multiprofessional team in a teaching hospital?"", ""bloom_level"": ""Remember"", ""difficult_level"": ""Beginner"", ""options"": {""A"": ""To provide medical treatment"", ""B"": ""To provide nutritional advice"", ""C"": ""To attend to children and their families"", ""D"": ""To perform surgeries"", ""E"": ""To manage the hospital""}, ""correct_answer"": [""C""], ""correct_answer_letter"": ""C"", ""correct_answer_text"": ""To attend to children and their families""},
    {""question"": ""Why is it important for the multiprofessional team to meet periodically?"", ""bloom_level"": ""Understand"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""To discuss and make decisions"", ""B"": ""To have lunch together"", ""C"": ""To compete with each other"", ""D"": ""To take a break from work"", ""E"": ""To discuss their personal lives""}, ""correct_answer"": [""A""], ""correct_answer_letter"": ""A"", ""correct_answer_text"": ""To discuss and make decisions""},
    {""question"": ""How does the integrated work of the multiprofessional team contribute to the treatment of children in the hospital?"", ""bloom_level"": ""Apply"", ""difficult_level"": ""Intermediate"", ""options"": {""A"": ""By providing a holistic approach to treatment"", ""B"": ""By reducing the cost of treatment"", ""C"": ""By increasing the number of patients"", ""D"": ""By reducing the number of staff"", ""E"": ""By increasing the hospital's profit""}, ""correct_answer"": [""A""], ""correct_answer_letter"": ""A"", ""correct_answer_text"": ""By providing a holistic approach to treatment""},
    {""question"": ""What factors contribute to the multiprofessional team being considered a reference in their area of expertise?"", ""bloom_level"": ""Analyze"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""Their periodic meetings"", ""B"": ""Their integrated work"", ""C"": ""Their active participation in discussions and decisions"", ""D"": ""All of the above"", ""E"": ""None of the above""}, ""correct_answer"": [""D""], ""correct_answer_letter"": ""D"", ""correct_answer_text"": ""All of the above""},
    {""question"": ""Evaluate the statement: 'The multiprofessional team's success is solely due to the psychologist's work.'"", ""bloom_level"": ""Evaluate"", ""difficult_level"": ""Advanced"", ""options"": {""A"": ""True, the psychologist is the most important member"", ""B"": ""False, all members contribute equally"", ""C"": ""True, the psychologist makes all the decisions"", ""D"": ""False, the psychologist doesn't contribute"", ""E"": ""True, the psychologist is the only professional in the team""}, ""correct_answer"": [""B""], ""correct_answer_letter"": ""B"", ""correct_answer_text"": ""False, all members contribute equally""}
]}",,,25.287869930267334
22,Psychology,2022,"To increase her client base, a psychologist who provides individual counseling for children with learning difficulties created an account on a social network and started making daily posts. The topics included child development, early signs of learning difficulties, recommendations for readings and movies related to the topics, as well as other materials that could interest her potential audience. The psychologist's posts were based on digital marketing classes she attended.",,,"{""questions"":[
    {""question"": ""What is the primary reason for the psychologist to create an account on a social network?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": {""A"": ""To share personal life updates"", 
                ""B"": ""To increase her client base"", 
                ""C"": ""To connect with old friends"", 
                ""D"": ""To promote her favorite books and movies"", 
                ""E"": ""To share her vacation photos""}, 
    ""correct_answer"": [""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""To increase her client base""},

    {""question"": ""What kind of content does the psychologist post on her social network account?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": {""A"": ""Her daily routine"", 
                ""B"": ""Her favorite recipes"", 
                ""C"": ""Topics related to child development and learning difficulties"", 
                ""D"": ""Her favorite fashion trends"", 
                ""E"": ""Her political views""}, 
    ""correct_answer"": [""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""Topics related to child development and learning difficulties""},

    {""question"": ""How might the psychologist's posts on social media, based on her digital marketing classes, help her professional practice?"", 
    ""bloom_level"": ""Apply"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": {""A"": ""By attracting more clients through informative and engaging content"", 
                ""B"": ""By allowing her to vent about her work stress"", 
                ""C"": ""By helping her become a social media influencer"", 
                ""D"": ""By increasing her popularity among her friends"", 
                ""E"": ""By helping her sell products online""}, 
    ""correct_answer"": [""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""By attracting more clients through informative and engaging content""}
]}",,,17.10097098350525
23,Psychology,2022,"Self-harm refers to behaviors whose intention is to cause oneself some physical or psychological harm and that are practiced intentionally and consciously. The theme of self-harm is still considered taboo in our society, which makes its appropriate approach an important prevention strategy. By focusing on children, adolescents, and young adults, educational environments such as schools and colleges should be targets of efforts to prevent self-harm. Available at: biblioteca.cofen. Accessed on: July 3, 2022 (adapted).",,,"{""questions"":[
    {""question"": ""What does self-harm refer to?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": [
        {""A"": ""Behaviors intended to cause oneself physical or psychological harm"", 
        ""B"": ""Behaviors intended to cause others physical or psychological harm"", 
        ""C"": ""Behaviors intended to cause oneself pleasure"", 
        ""D"": ""Behaviors intended to cause others pleasure"", 
        ""E"": ""Behaviors that are unintentional and unconscious""}], 
    ""correct_answer"":[""A""], 
    ""correct_answer_letter"": ""A"", 
    ""correct_answer_text"": ""Behaviors intended to cause oneself physical or psychological harm""},

    {""question"": ""Why is the theme of self-harm considered taboo in our society?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": [
        {""A"": ""Because it is a sign of weakness"", 
        ""B"": ""Because it is a sign of strength"", 
        ""C"": ""Because it is a difficult topic to discuss and understand"", 
        ""D"": ""Because it is a common behavior"", 
        ""E"": ""Because it is a sign of intelligence""}], 
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""Because it is a difficult topic to discuss and understand""},

    {""question"": ""How can educational environments such as schools and colleges contribute to the prevention of self-harm?"", 
    ""bloom_level"": ""Apply"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": [
        {""A"": ""By ignoring the issue"", 
        ""B"": ""By punishing students who self-harm"", 
        ""C"": ""By providing appropriate support and resources"", 
        ""D"": ""By encouraging self-harm as a coping mechanism"", 
        ""E"": ""By isolating students who self-harm""}], 
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""By providing appropriate support and resources""}
]}",,,17.950062036514282
25,Psychology,2022,"When Amethyst took situations of racism she suffered to therapy, her white therapist tried to convince her that 'we are all one, that we are all equal...'. When interviewed, Amethyst verbalized: 'all the experiences (with psychotherapists) I had always confirmed the criticisms that Psychology would not address the specificities of racial experiences' and added: 'It seems that people were not listening to what I was saying and affirmed a universality of experience'. Source of the Text: DAMASCENO; ZANELLO. Psychotherapy, race, and racism in the Brazilian context: experiences and perceptions of black women. Psychology in study, 2019 (adapted).",,,"{""questions"":[
    {""question"": ""What was the main criticism Amethyst had about her experiences with psychotherapists?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": {
        ""A"": ""They were not empathetic enough"", 
        ""B"": ""They did not address the specificities of racial experiences"", 
        ""C"": ""They were not qualified"", 
        ""D"": ""They were not available when she needed them"", 
        ""E"": ""They were too expensive""
        }, 
    ""correct_answer"": [""B""], 
    ""correct_answer_letter"": ""B"", 
    ""correct_answer_text"": ""They did not address the specificities of racial experiences""
    },
    {""question"": ""What did Amethyst's therapist try to convince her of?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": {
        ""A"": ""That racism does not exist"", 
        ""B"": ""That she was imagining her experiences"", 
        ""C"": ""That we are all one, that we are all equal"", 
        ""D"": ""That she needed to change her attitude"", 
        ""E"": ""That she needed to forgive those who wronged her""
        }, 
    ""correct_answer"": [""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""That we are all one, that we are all equal""
    },
    {""question"": ""What does Amethyst's experience suggest about the universality of experience in psychotherapy?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": {
        ""A"": ""It suggests that all patients have the same experiences in therapy"", 
        ""B"": ""It suggests that therapists often ignore the specific experiences of their patients"", 
        ""C"": ""It suggests that therapists often affirm a universality of experience, potentially ignoring individual experiences"", 
        ""D"": ""It suggests that therapists are not trained to handle diverse experiences"", 
        ""E"": ""It suggests that therapy is not effective for people of color""
        }, 
    ""correct_answer"": [""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""It suggests that therapists often affirm a universality of experience, potentially ignoring individual experiences""
    }
]}",,,33.82133603096008
26,Psychology,2022,"In 2020, with the Covid-19 pandemic, the world came into contact with new presentations of death, prompting society to reformulate its funeral rituals, also bringing the grief of mourning and the persistent fear of finitude. This also impacted the way children started to deal with this phenomenon, as well as the way adults started to address the subject with them. Childhood is characterized by being a period in which the child is in full physical and cognitive development and a loss requires a rethinking of this phenomenon, as well as facing it with the child.",,,"{""questions"":[
    {""question"": ""What is the primary reason for the change in society's funeral rituals during the Covid-19 pandemic in 2020?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {""A"": ""Due to the increase in death rates"", ""B"": ""Due to the fear of contagion"", ""C"": ""Due to the government's regulations"", ""D"": ""Due to the lack of resources"", ""E"": ""Due to the change in religious beliefs""},
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""Due to the fear of contagion""},
    
    {""question"": ""How did the Covid-19 pandemic impact the way children deal with the concept of death?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {""A"": ""Children became more fearful"", ""B"": ""Children became more curious"", ""C"": ""Children became more aware of the concept of death"", ""D"": ""Children became more indifferent"", ""E"": ""Children became more confused""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Children became more aware of the concept of death""},
    
    {""question"": ""Why does a loss require a rethinking of the phenomenon of death in childhood?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""Because children are not capable of understanding death"", ""B"": ""Because children are in full physical and cognitive development"", ""C"": ""Because children are more sensitive to loss"", ""D"": ""Because children are not emotionally prepared for death"", ""E"": ""Because children have a different perception of death""},
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""Because children are in full physical and cognitive development""}
]}",,,23.18595004081726
27,Psychology,2022,"It is undeniable the fact that the Internet is a technological invention that has transformed human thoughts and behaviors. This tool has created a multifaceted environment, providing its users with the various possibilities offered by a system with high-speed characteristics and hyperconnection in a global information network. Therefore, a process of changes and adaptations to this reality in human cognition has been delimiting the learning of individuals. Studies of the various biological changes produced by the common use of these technologies have been increasing, showing impacts, both positive and negative, at the level of cognitive functions.
Source of the Text: PEREIRA, et al. Cognitive functions and the impacts of digital technologies on memory. Health Themes, 2018 (adapted).",,,"{""questions"":[
    {""question"": ""What is one of the impacts of the Internet on human cognition?"", 
    ""bloom_level"": ""Remember"", 
    ""difficult_level"": ""Beginner"", 
    ""options"": [
        {""A"": ""It has no impact"", 
        ""B"": ""It has decreased cognitive functions"", 
        ""C"": ""It has increased cognitive functions"", 
        ""D"": ""It has transformed human thoughts and behaviors"", 
        ""E"": ""It has reduced human thoughts and behaviors""}, 
    ""correct_answer"":[""D""], 
    ""correct_answer_letter"": ""D"", 
    ""correct_answer_text"": ""It has transformed human thoughts and behaviors""},

    {""question"": ""How has the Internet influenced the learning of individuals?"", 
    ""bloom_level"": ""Understand"", 
    ""difficult_level"": ""Intermediate"", 
    ""options"": [
        {""A"": ""By decreasing the speed of learning"", 
        ""B"": ""By increasing the speed of learning"", 
        ""C"": ""By delimiting the learning"", 
        ""D"": ""By expanding the learning"", 
        ""E"": ""By not influencing the learning""}, 
    ""correct_answer"":[""C""], 
    ""correct_answer_letter"": ""C"", 
    ""correct_answer_text"": ""By delimiting the learning""},

    {""question"": ""What can be inferred about the relationship between the use of digital technologies and cognitive functions?"", 
    ""bloom_level"": ""Analyze"", 
    ""difficult_level"": ""Advanced"", 
    ""options"": [
        {""A"": ""There is no relationship"", 
        ""B"": ""Digital technologies always improve cognitive functions"", 
        ""C"": ""Digital technologies always impair cognitive functions"", 
        ""D"": ""The relationship is multifaceted with both positive and negative impacts"", 
        ""E"": ""The relationship is one-sided with only positive impacts""}, 
    ""correct_answer"":[""D""], 
    ""correct_answer_letter"": ""D"", 
    ""correct_answer_text"": ""The relationship is multifaceted with both positive and negative impacts""}
]}",,,14.212669134140015
28,Psychology,2022,"According to the Suicide in the World report in 2019, prepared by the World Health Organization (WHO), suicide continues to be one of the leading causes of death worldwide. Every year, more people die as a result of suicide than due to wars or homicides. In 2019, over 700,000 people died by suicide: one in every 100 deaths. Suicide is a complex phenomenon in which various factors interact, contributing to its increase or decrease. Text Source: WORLD HEALTH ORGANIZATION. Suicide in the world in 2019: Global Health Estimates, 2021 (adapted).",,,"{""questions"":[
    {""question"": ""According to the World Health Organization, what is one of the leading causes of death worldwide?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {""A"": ""Heart disease"",""B"": ""Cancer"",""C"": ""Suicide"",""D"": ""Accidents"",""E"": ""HIV/AIDS""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Suicide""
    },
    {""question"": ""In 2019, how many people died by suicide according to the World Health Organization?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {""A"": ""500,000"",""B"": ""600,000"",""C"": ""700,000"",""D"": ""800,000"",""E"": ""900,000""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""700,000""
    },
    {""question"": ""Based on the World Health Organization's report, what is the ratio of deaths by suicide in 2019?"",
    ""bloom_level"": ""Apply"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {""A"": ""One in every 50 deaths"",""B"": ""One in every 75 deaths"",""C"": ""One in every 100 deaths"",""D"": ""One in every 125 deaths"",""E"": ""One in every 150 deaths""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""One in every 100 deaths""
    },
    {""question"": ""According to the World Health Organization, suicide is a complex phenomenon influenced by what?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""Individual's mental health only"",""B"": ""Individual's physical health only"",""C"": ""Various interacting factors"",""D"": ""Individual's financial status only"",""E"": ""Individual's relationship status only""},
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Various interacting factors""
    },
    {""question"": ""Based on the World Health Organization's report, more people die each year due to suicide than which of the following?"",
    ""bloom_level"": ""Evaluate"",
    ""difficult_level"": ""Advanced"",
    ""options"": {""A"": ""Natural disasters"",""B"": ""Wars or homicides"",""C"": ""Car accidents"",""D"": ""Cancer"",""E"": ""Heart disease""},
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""Wars or homicides""
    }
]}",,,20.889322996139526
29,Psychology,2022,"TEXT 1
In May 2022, Genivaldo de Jesus Santos was suffocated and killed by tear gas, according to the Forensic Medical Institute report, inside a Federal Highway Police vehicle in the state of Sergipe, after being approached for riding a motorcycle without a helmet. During the police approach, a nephew of the victim informed that he suffered from schizophrenia, had been in treatment for about 20 years, and was taking medication, which, in fact, was in his possession. Even though the police were informed, the approach continued with the use of force and violence, disproportionate to the risk posed by Genivaldo.
Available at: g1.globo website. Accessed on: Aug 10, 2022 (adapted).
TEXT 2
At the beginning of the 20th century, the first eugenic initiatives emerged in the country, whose collective problems were understood from the unwanted proliferation of people who reproduced, over consecutive generations, spreading vicious, criminal, and degenerate behavioral and mental characteristics. Under the altruistic discourse of guaranteeing treatment, the insane-criminal came to be contained and isolated in judicial asylums, institutions linked to the prison system and administered, at the time, by important psychiatrists.
Source of the Text: BAGATIN, T. Eugenics and the treatment of the insane-criminal in the early 20th century. VIII INTERNATIONAL HISTORY CONGRESS, 2017 (adapted).",,,"{""questions"":[
    {""question"": ""What was the cause of Genivaldo de Jesus Santos's death according to the Forensic Medical Institute report?"",
    ""bloom_level"": ""Remember"",
    ""difficult_level"": ""Beginner"",
    ""options"": {
        ""A"": ""Motorcycle accident"",
        ""B"": ""Natural causes"",
        ""C"": ""Suffocation by tear gas"",
        ""D"": ""Violent assault"",
        ""E"": ""Overdose of medication""
    },
    ""correct_answer"": [""C""],
    ""correct_answer_letter"": ""C"",
    ""correct_answer_text"": ""Suffocation by tear gas""
    },
    {""question"": ""What is the main argument of the eugenic initiatives in the early 20th century?"",
    ""bloom_level"": ""Understand"",
    ""difficult_level"": ""Intermediate"",
    ""options"": {
        ""A"": ""Promoting genetic diversity"",
        ""B"": ""Preventing the spread of mental and behavioral characteristics"",
        ""C"": ""Promoting the rights of the mentally ill"",
        ""D"": ""Improving the prison system"",
        ""E"": ""Promoting healthy lifestyle choices""
    },
    ""correct_answer"": [""B""],
    ""correct_answer_letter"": ""B"",
    ""correct_answer_text"": ""Preventing the spread of mental and behavioral characteristics""
    },
    {""question"": ""How does the treatment of Genivaldo de Jesus Santos reflect on the societal attitudes towards individuals with mental health conditions?"",
    ""bloom_level"": ""Analyze"",
    ""difficult_level"": ""Advanced"",
    ""options"": {
        ""A"": ""It shows a lack of understanding and empathy"",
        ""B"": ""It shows a high level of care and concern"",
        ""C"": ""It shows a balanced approach to dealing with mental health issues"",
        ""D"": ""It shows a proactive approach in providing necessary help"",
        ""E"": ""It shows a disregard for individual rights""
    },
    ""correct_answer"": [""A""],
    ""correct_answer_letter"": ""A"",
    ""correct_answer_text"": ""It shows a lack of understanding and empathy""
    }
]}",,,18.222174882888794
