,area,year,context,question,options,correct_answer,bloom_level,difficult_level,relevance,adherence,grammar,answerability,correctness,feedback,rouge,bleu,system_answer,model
86,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Nos últimos decênios, o território conhece grandes mudanças em função de acréscimos técnicos que renovam a sua materialidade, como resultado e condição, ao mesmo tempo, dos processos econômicos e sociais em curso.",Qual a relação entre os processos econômicos e sociais em curso e as mudanças no território?,"{'A': 'Os processos econômicos não influenciam as mudanças territoriais', 'B': 'Os processos sociais são os únicos responsáveis pelas mudanças', 'C': 'Os processos econômicos e sociais são determinantes nas transformações territoriais', 'D': 'As mudanças territoriais ocorrem independentemente dos processos econômicos e sociais', 'E': 'As mudanças territoriais são causadas apenas por fatores naturais'}",{'C': 'Os processos econômicos e sociais são determinantes nas transformações territoriais'},Análise,Intermediário,5.0,5,5,5,5,"A questão apresentada está altamente relacionada ao contexto e tópico descritos, abordando de forma clara a relação entre processos econômicos e sociais e as mudanças no território. O nível de Bloom (Análise) e a dificuldade (Intermediário) estão adequadamente atribuídos, considerando a complexidade da pergunta. A gramática da questão está correta, fornecendo informações claras e bem estruturadas. A questão é facilmente respondida com base nas informações fornecidas, garantindo a answerability. A opção correta está de acordo com a resposta esperada, sendo a mais apropriada em relação ao enunciado.","Score(precision=0.45, recall=0.225, fmeasure=0.3)",0.0947240302558555,{'C': 'Os processos econômicos e sociais são determinantes nas transformações territoriais'},gpt-3.5-turbo
87,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A recuperação da herança cultural africana deve levar em conta o que é próprio do processo cultural: seu movimento, pluralidade e complexidade. Não se trata, portanto, do resgate ingênuo do passado nem do seu cultivo nostálgico, mas de procurar perceber o próprio rosto cultural brasileiro. O que se quer é captar seu movimento para melhor compreendê-lo historicamente.","Qual é o objetivo da recuperação da herança cultural africana, de acordo com o contexto apresentado?","{'A': 'Resgatar ingenuamente o passado.', 'B': 'Cultivar de forma nostálgica o passado.', 'C': 'Perceber o rosto cultural brasileiro.', 'D': 'Captar o movimento para melhor compreendê-lo historicamente.', 'E': 'Ignorar o passado cultural africano.'}",{'D': 'Captar o movimento para melhor compreendê-lo historicamente.'},Compreender,Iniciante,5.0,5,5,5,5,"A questão de múltipla escolha é altamente relevante, pois está diretamente relacionada ao contexto apresentado sobre a recuperação da herança cultural africana. O nível de Bloom 'Compreender' e a dificuldade 'Iniciante' estão adequadamente atribuídos, considerando a informação fornecida. A questão é gramaticalmente correta e fornece informações suficientes para chegar a uma resposta. A opção marcada como correta ('Captar o movimento para melhor compreendê-lo historicamente.') está de acordo com o contexto apresentado. Excelente qualidade geral da questão de múltipla escolha.","Score(precision=0.5294117647058824, recall=0.14285714285714285, fmeasure=0.22499999999999998)",0.014039771578172903,{'D': 'Captar o movimento para melhor compreendê-lo historicamente.'},gpt-3.5-turbo
88,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A recuperação da herança cultural africana deve levar em conta o que é próprio do processo cultural: seu movimento, pluralidade e complexidade. Não se trata, portanto, do resgate ingênuo do passado nem do seu cultivo nostálgico, mas de procurar perceber o próprio rosto cultural brasileiro. O que se quer é captar seu movimento para melhor compreendê-lo historicamente.",Por que não se deve resgatar ingenuamente o passado na recuperação da herança cultural africana?,"{'A': 'Porque o passado não tem relevância histórica.', 'B': 'Porque o passado não influenciou a cultura brasileira.', 'C': 'Porque é importante perceber o rosto cultural brasileiro.', 'D': 'Porque é necessário captar o movimento para compreendê-lo historicamente.', 'E': 'Porque o passado africano é irrelevante para a cultura brasileira.'}",{'C': 'Porque é importante perceber o rosto cultural brasileiro.'},Analisar,Intermediário,5.0,5,5,5,5,A questão apresenta alta qualidade em todas as métricas avaliadas. A relevância da pergunta está diretamente relacionada ao contexto fornecido sobre a recuperação da herança cultural africana. O nível de Bloom 'Analisar' e a dificuldade 'Intermediário' estão adequadamente atribuídos. A questão é gramaticalmente correta e fornece informações suficientes para responder. A opção correta está claramente indicada e alinhada com o contexto apresentado.,"Score(precision=0.3888888888888889, recall=0.1111111111111111, fmeasure=0.1728395061728395)",0.01225287258372676,{'D': 'Porque é necessário captar o movimento para compreendê-lo historicamente.'},gpt-3.5-turbo
89,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A recuperação da herança cultural africana deve levar em conta o que é próprio do processo cultural: seu movimento, pluralidade e complexidade. Não se trata, portanto, do resgate ingênuo do passado nem do seu cultivo nostálgico, mas de procurar perceber o próprio rosto cultural brasileiro. O que se quer é captar seu movimento para melhor compreendê-lo historicamente.",Qual é um dos elementos próprios do processo cultural mencionado no contexto?,"{'A': 'Simplicidade.', 'B': 'Unicidade.', 'C': 'Movimento.', 'D': 'Estagnação.', 'E': 'Homogeneidade.'}",{'C': 'Movimento.'},Recordar,Avançado,5.0,4,5,5,5,"A questão apresenta alta relevância, pois está diretamente relacionada ao contexto e tópico descritos. Quanto à aderência, o nível de Bloom 'Recordar' e a dificuldade 'Avançado' estão adequados considerando a informação fornecida. A gramática da questão está correta. A questão fornece informações suficientes para responder. A opção marcada como correta ('Movimento.') está de acordo com o enunciado e é a resposta correta.","Score(precision=0.4166666666666667, recall=0.07936507936507936, fmeasure=0.13333333333333333)",1.463657368989377e-156,{'C': 'Movimento'},gpt-3.5-turbo
90,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,TEXTO I,"De acordo com o texto I, quais são as atividades mencionadas que a mulher realiza em seu cotidiano?","{'A': 'Ir ao teatro e à dança', 'B': 'Ler romances e praticar piano', 'C': 'Olhar pela janela, arrumar o penteado e estudar francês', 'D': 'Assistir televisão e cozinhar', 'E': 'Fazer compras e limpar a casa'}","{'C': 'Olhar pela janela, arrumar o penteado e estudar francês'}",Compreender,Intermediário,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado. Quanto à aderência, o nível de Bloom 'Compreender' e a dificuldade 'Intermediário' estão adequados para a pergunta proposta. A gramática da questão está correta. A questão fornece informações claras o suficiente para chegar a uma resposta. A opção marcada como correta está de acordo com a pergunta apresentada.","Score(precision=0.10526315789473684, recall=1.0, fmeasure=0.1904761904761905)",0.0,"{'C': 'Olhar pela janela, arrumar o penteado e estudar francês'}",gpt-3.5-turbo
91,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,TEXTO I,Qual é a crítica presente no texto I em relação aos costumes femininos?,"{'A': 'A mulher deveria se dedicar mais à leitura de romances', 'B': 'As mulheres desperdiçam tempo com atividades fúteis', 'C': 'As mulheres são muito dedicadas aos estudos', 'D': 'As mulheres não deveriam frequentar teatros e aulas de dança', 'E': 'As mulheres deveriam passar mais tempo em casa'}",{'B': 'As mulheres desperdiçam tempo com atividades fúteis'},Analisar,Avançado,4.0,4,5,5,5,"A questão apresenta uma boa relevância ao contexto, abordando a crítica aos costumes femininos no texto I. O nível de Bloom 'Analisar' e a dificuldade 'Avançado' estão adequados. A gramática da questão está correta e fornece informações suficientes para responder. A opção correta está claramente indicada e é de fato a resposta correta.","Score(precision=0.14285714285714285, recall=1.0, fmeasure=0.25)",9.594503055152632e-232,{'B': 'As mulheres desperdiçam tempo com atividades fúteis'},gpt-3.5-turbo
92,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Os produtos e seu consumo constituem a meta declarada do empreendimento tecnológico. Essa meta foi proposta pela primeira vez no início da Modernidade, como expectativa de que o homem poderia dominar a natureza. No entanto, essa expectativa, convertida em programa anunciado por pensadores como Descartes e Bacon e impulsionado pelo Iluminismo, não surgiu “de um prazer de poder”, “de um mero imperialismo humano”, mas da aspiração de libertar o homem e de enriquecer sua vida, física e culturalmente.",Qual pensador foi mencionado como um dos que anunciaram o programa de dominar a natureza no início da Modernidade?,"{'A': 'Descartes', 'B': 'Kant', 'C': 'Hume', 'D': 'Rousseau', 'E': 'Marx'}",{'A': 'Descartes'},Remember,Beginner,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre a Modernidade e os pensadores que anunciaram o programa de dominar a natureza. Quanto à aderência, o nível de Bloom 'Remember' e a dificuldade 'Beginner' estão adequados para a pergunta proposta. A gramática da questão está correta e clara. A resposta correta é claramente indicada e é de fato correta, correspondendo ao pensador mencionado no contexto fornecido. A questão fornece informações suficientes para que o respondente chegue à resposta correta.","Score(precision=0.45, recall=0.10843373493975904, fmeasure=0.17475728155339806)",1.5353037894635533e-79,{'A': 'Descartes'},gpt-3.5-turbo
93,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Os produtos e seu consumo constituem a meta declarada do empreendimento tecnológico. Essa meta foi proposta pela primeira vez no início da Modernidade, como expectativa de que o homem poderia dominar a natureza. No entanto, essa expectativa, convertida em programa anunciado por pensadores como Descartes e Bacon e impulsionado pelo Iluminismo, não surgiu “de um prazer de poder”, “de um mero imperialismo humano”, mas da aspiração de libertar o homem e de enriquecer sua vida, física e culturalmente.",Qual era a aspiração por trás do programa de dominar a natureza proposto por Descartes e Bacon?,"{'A': 'Enriquecer a natureza', 'B': 'Imperialismo humano', 'C': 'Libertar o homem e enriquecer sua vida física e culturalmente', 'D': 'Explorar outras civilizações', 'E': 'Eliminar a natureza'}",{'C': 'Libertar o homem e enriquecer sua vida física e culturalmente'},Understand,Intermediate,5.0,4,5,5,5,"A questão é altamente relevante, relacionando-se diretamente ao contexto apresentado. Quanto à aderência, o nível de Bloom 'Understand' e a dificuldade 'Intermediate' estão adequados. A gramática da questão está correta. A resposta correta é clara e baseada nas informações fornecidas. Todas as opções são plausíveis, mas a correta se destaca como a mais apropriada de acordo com o contexto apresentado.","Score(precision=0.5263157894736842, recall=0.12048192771084337, fmeasure=0.196078431372549)",2.1475174458447351e-156,{'C': 'Libertar o homem e enriquecer sua vida física e culturalmente'},gpt-3.5-turbo
94,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Os produtos e seu consumo constituem a meta declarada do empreendimento tecnológico. Essa meta foi proposta pela primeira vez no início da Modernidade, como expectativa de que o homem poderia dominar a natureza. No entanto, essa expectativa, convertida em programa anunciado por pensadores como Descartes e Bacon e impulsionado pelo Iluminismo, não surgiu “de um prazer de poder”, “de um mero imperialismo humano”, mas da aspiração de libertar o homem e de enriquecer sua vida, física e culturalmente.",Qual era a motivação principal por trás do programa de dominar a natureza proposto por Descartes e Bacon?,"{'A': 'Controle absoluto sobre a natureza', 'B': 'Exploração desenfreada dos recursos naturais', 'C': 'Dominação da humanidade sobre o planeta', 'D': 'Libertação do homem e enriquecimento de sua vida física e cultural', 'E': 'Submissão da natureza aos caprichos humanos'}",{'D': 'Libertação do homem e enriquecimento de sua vida física e cultural'},Evaluate,Advanced,5.0,5,5,5,5,"A questão de múltipla escolha é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre o programa de dominar a natureza proposto por Descartes e Bacon. O nível de Bloom 'Evaluate' e o nível de dificuldade 'Advanced' estão adequadamente atribuídos, considerando a complexidade da pergunta. A questão está gramaticalmente correta e fornece informações suficientes para que os candidatos cheguem a uma resposta. A opção marcada como correta ('D: Libertação do homem e enriquecimento de sua vida física e cultural') está correta de acordo com a descrição do contexto. Excelente qualidade geral da questão de múltipla escolha.","Score(precision=0.5, recall=0.12048192771084337, fmeasure=0.19417475728155342)",2.6206662296970746e-156,{'D': 'Libertação do homem e enriquecimento de sua vida física e cultural'},gpt-3.5-turbo
95,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Empresa vai fornecer 230 turbinas para o segundo complexo de energia à base de ventos, no sudeste da Bahia. O Complexo Eólico Alto Sertão, em 2014, terá capacidade para gerar 375 MW (megawatts), total suficiente para abastecer uma cidade de 3 milhões de habitantes.",Qual é a capacidade de geração de energia do Complexo Eólico Alto Sertão em MW?,"{'A': '200 MW', 'B': '300 MW', 'C': '375 MW', 'D': '400 MW', 'E': '500 MW'}",{'C': '375 MW'},Remember,Beginner,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre o Complexo Eólico Alto Sertão. O nível de Bloom 'Remember' e a dificuldade 'Beginner' são apropriados para a pergunta. A gramática da questão está correta. Fornece informações suficientes para responder à pergunta, incluindo a capacidade de geração de energia do complexo. A opção correta está claramente indicada como '375 MW' e corresponde à informação fornecida no contexto.","Score(precision=0.6470588235294118, recall=0.2391304347826087, fmeasure=0.34920634920634924)",5.410186771648228e-79,{'C': '375 MW'},gpt-3.5-turbo
96,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Empresa vai fornecer 230 turbinas para o segundo complexo de energia à base de ventos, no sudeste da Bahia. O Complexo Eólico Alto Sertão, em 2014, terá capacidade para gerar 375 MW (megawatts), total suficiente para abastecer uma cidade de 3 milhões de habitantes.",Quantas turbinas a empresa vai fornecer para o complexo de energia à base de ventos?,"{'A': '200 turbinas', 'B': '230 turbinas', 'C': '250 turbinas', 'D': '300 turbinas', 'E': '350 turbinas'}",{'B': '230 turbinas'},Understand,Intermediate,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado. Quanto à aderência, o nível de Bloom 'Understand' e a dificuldade 'Intermediate' estão adequados considerando a informação fornecida. A gramática da questão está correta. A questão fornece informações claras o suficiente para responder. A opção marcada como correta ('230 turbinas') está correta de acordo com o contexto apresentado.","Score(precision=0.7857142857142857, recall=0.2391304347826087, fmeasure=0.36666666666666664)",0.059285163399018986,{'B': '230 turbinas'},gpt-3.5-turbo
97,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Empresa vai fornecer 230 turbinas para o segundo complexo de energia à base de ventos, no sudeste da Bahia. O Complexo Eólico Alto Sertão, em 2014, terá capacidade para gerar 375 MW (megawatts), total suficiente para abastecer uma cidade de 3 milhões de habitantes.",Qual a capacidade de abastecimento do Complexo Eólico Alto Sertão em relação ao número de habitantes?,"{'A': 'Capacidade insuficiente', 'B': 'Capacidade para 1 milhão de habitantes', 'C': 'Capacidade para 2 milhões de habitantes', 'D': 'Capacidade para 3 milhões de habitantes', 'E': 'Capacidade para 4 milhões de habitantes'}",{'D': 'Capacidade para 3 milhões de habitantes'},Apply,Advanced,5.0,4,5,5,5,"A questão apresenta alta qualidade em relação aos critérios avaliados. A relevância é máxima, pois a pergunta está diretamente relacionada ao contexto fornecido. Quanto à aderência, o nível de Bloom 'Apply' e a dificuldade 'Advanced' estão adequados considerando a informação apresentada. A gramática da questão está correta. A resposta é clara e fornece informações suficientes para ser respondida. Além disso, a opção correta está de acordo com as informações fornecidas no enunciado.","Score(precision=0.5, recall=0.21739130434782608, fmeasure=0.30303030303030304)",5.392224360493204e-79,{'D': 'Capacidade para 3 milhões de habitantes'},gpt-3.5-turbo
98,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A escravidão não há de ser suprimida no Brasil por uma guerra servil, muito menos por insurreições ou atentados locais. Não deve sê-lo, tampouco, por uma guerra civil, como o foi nos Estados Unidos. Ela poderia desaparecer, talvez, depois de uma revolução, como aconteceu na França, sendo essa revolução obra exclusiva da população livre. É no Parlamento e não em fazendas ou quilombos do interior, nem nas ruas e praças das cidades, que se há de ganhar, ou perder, a causa da liberdade.","De acordo com o texto, onde se destaca como o local adequado para a causa da liberdade ser discutida e decidida?","{'A': 'Fazendas', 'B': 'Quilombos', 'C': 'Parlamento', 'D': 'Ruas', 'E': 'Cidades'}",{'C': 'Parlamento'},Compreender,Iniciante,5.0,5,5,5,5,"A questão apresentada está altamente relacionada ao contexto fornecido, abordando claramente a informação sobre onde a causa da liberdade deve ser discutida e decidida. O nível de Bloom e a dificuldade estão apropriados para a pergunta, considerando a compreensão e o nível iniciante. A questão é gramaticalmente correta, clara e objetiva. Fornece informações suficientes para que o respondente possa escolher a opção correta. A opção marcada como correta ('Parlamento') está de acordo com o texto fornecido. Excelente qualidade geral da questão de múltipla escolha.","Score(precision=0.38095238095238093, recall=0.08602150537634409, fmeasure=0.14035087719298245)",1.493431953784161e-79,{'C': 'Parlamento'},gpt-3.5-turbo
99,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A escravidão não há de ser suprimida no Brasil por uma guerra servil, muito menos por insurreições ou atentados locais. Não deve sê-lo, tampouco, por uma guerra civil, como o foi nos Estados Unidos. Ela poderia desaparecer, talvez, depois de uma revolução, como aconteceu na França, sendo essa revolução obra exclusiva da população livre. É no Parlamento e não em fazendas ou quilombos do interior, nem nas ruas e praças das cidades, que se há de ganhar, ou perder, a causa da liberdade.",Qual é a perspectiva apresentada no texto sobre a forma como a escravidão poderia ser abolida no Brasil?,"{'A': 'Através de uma guerra servil', 'B': 'Por meio de insurreições locais', 'C': 'Após uma revolução liderada pela população livre', 'D': 'Com a intervenção de fazendas e quilombos', 'E': 'Por meio de atentados nas cidades'}",{'C': 'Após uma revolução liderada pela população livre'},Analisar,Intermediário,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado. Quanto à aderência, o nível de Bloom 'Analisar' e a dificuldade 'Intermediário' estão adequados. A gramática da questão é correta. A resposta correta é clara e baseada no texto fornecido. Todas as opções são plausíveis, mas a correta se destaca como a mais apropriada de acordo com o contexto apresentado.","Score(precision=0.3333333333333333, recall=0.06451612903225806, fmeasure=0.1081081081081081)",3.8875776636485786e-233,{'C': 'Após uma revolução liderada pela população livre'},gpt-3.5-turbo
100,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"A escravidão não há de ser suprimida no Brasil por uma guerra servil, muito menos por insurreições ou atentados locais. Não deve sê-lo, tampouco, por uma guerra civil, como o foi nos Estados Unidos. Ela poderia desaparecer, talvez, depois de uma revolução, como aconteceu na França, sendo essa revolução obra exclusiva da população livre. É no Parlamento e não em fazendas ou quilombos do interior, nem nas ruas e praças das cidades, que se há de ganhar, ou perder, a causa da liberdade.",Qual evento histórico é mencionado no texto como exemplo de como a escravidão poderia ser abolida?,"{'A': 'Guerra Civil nos Estados Unidos', 'B': 'Revolução na França', 'C': 'Insurreições locais', 'D': 'Atentados em cidades', 'E': 'Guerra servil'}",{'B': 'Revolução na França'},Recordar,Avançado,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto fornecido. Quanto à aderência, o nível de Bloom 'Recordar' e a dificuldade 'Avançado' estão adequados considerando a informação da questão. A gramática da questão é correta. A resposta correta é claramente apresentada na passagem fornecida, tornando a questão facilmente respondível. A opção marcada como correta ('Revolução na França') está de acordo com o texto fornecido.","Score(precision=0.35294117647058826, recall=0.06451612903225806, fmeasure=0.10909090909090909)",2.3261765947117314e-233,{'B': 'Revolução na França'},gpt-3.5-turbo
101,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Tenho 44 anos e presenciei uma transformação impressionante na condição de homens e mulheres gays nos Estados Unidos. Quando nasci, relações homossexuais eram ilegais em todos os Estados Unidos, menos Illinois. Gays e lésbicas não podiam trabalhar no governo federal. Não havia nenhum político abertamente gay. Alguns homossexuais não assumidos ocupavam posições de poder, mas a tendência era eles tornarem as coisas ainda piores para seus semelhantes.",Qual foi a condição das relações homossexuais nos Estados Unidos quando o autor nasceu?,"{'A': 'Eram legais em todos os Estados Unidos', 'B': 'Eram ilegais em todos os Estados Unidos, exceto Illinois', 'C': 'Eram ilegais apenas em Illinois', 'D': 'Eram legais apenas em Illinois', 'E': 'Eram legais em alguns Estados, mas ilegais na maioria'}","{'B': 'Eram ilegais em todos os Estados Unidos, exceto Illinois'}",Remember,Beginner,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre a condição das relações homossexuais nos Estados Unidos. Quanto à aderência, a questão está no nível 'Remember' do Bloom e é classificada como 'Beginner', o que está adequado considerando a informação apresentada. A gramática da questão está correta. A questão fornece informações suficientes para chegar à resposta correta. A opção marcada como correta ('Eram ilegais em todos os Estados Unidos, exceto Illinois') está correta de acordo com o contexto fornecido.","Score(precision=0.5, recall=0.1038961038961039, fmeasure=0.17204301075268819)",1.7152793367097438e-156,"{'B': 'Eram ilegais em todos os Estados Unidos, exceto Illinois'}",gpt-3.5-turbo
102,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Tenho 44 anos e presenciei uma transformação impressionante na condição de homens e mulheres gays nos Estados Unidos. Quando nasci, relações homossexuais eram ilegais em todos os Estados Unidos, menos Illinois. Gays e lésbicas não podiam trabalhar no governo federal. Não havia nenhum político abertamente gay. Alguns homossexuais não assumidos ocupavam posições de poder, mas a tendência era eles tornarem as coisas ainda piores para seus semelhantes.",O que era proibido para gays e lésbicas em relação ao governo federal?,"{'A': 'Trabalhar no setor privado', 'B': 'Trabalhar em cargos de liderança', 'C': 'Trabalhar no governo federal', 'D': 'Participar de manifestações políticas', 'E': 'Ter acesso a serviços públicos'}",{'C': 'Trabalhar no governo federal'},Understand,Intermediate,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto apresentado. Quanto à aderência, o nível de Bloom 'Understand' e a dificuldade 'Intermediate' estão adequados considerando a informação fornecida. A gramática da questão está correta. A questão fornece informações claras o suficiente para chegar a uma resposta. A opção marcada como correta está de acordo com o enunciado da questão.","Score(precision=0.5333333333333333, recall=0.1038961038961039, fmeasure=0.17391304347826086)",1.0781349202045106e-156,{'C': 'Trabalhar no governo federal'},gpt-3.5-turbo
103,CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS,2013,"Tenho 44 anos e presenciei uma transformação impressionante na condição de homens e mulheres gays nos Estados Unidos. Quando nasci, relações homossexuais eram ilegais em todos os Estados Unidos, menos Illinois. Gays e lésbicas não podiam trabalhar no governo federal. Não havia nenhum político abertamente gay. Alguns homossexuais não assumidos ocupavam posições de poder, mas a tendência era eles tornarem as coisas ainda piores para seus semelhantes.",Qual era a situação dos políticos abertamente gays na época mencionada?,"{'A': 'Eram numerosos e bem aceitos', 'B': 'Eram raros e enfrentavam discriminação', 'C': 'Eram maioria nos cargos políticos', 'D': 'Eram todos assumidos, mas não abertamente', 'E': 'Não existiam políticos gays'}",{'B': 'Eram raros e enfrentavam discriminação'},Evaluate,Advanced,5.0,5,5,5,5,"A questão apresentada está altamente relacionada ao contexto fornecido, abordando de forma precisa a situação dos políticos abertamente gays na época mencionada. O nível de Bloom 'Evaluate' e o nível de dificuldade 'Advanced' estão adequados, considerando a complexidade da pergunta. A gramática da questão está correta, fornecendo informações claras e concisas. A questão é facilmente respondida com base nas informações fornecidas, garantindo a answerability. A opção marcada como correta está de acordo com o contexto apresentado, sendo a resposta correta para a pergunta.","Score(precision=0.38461538461538464, recall=0.06493506493506493, fmeasure=0.1111111111111111)",9.203413339495435e-234,{'B': 'Eram raros e enfrentavam discriminação'},gpt-3.5-turbo
104,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2013,"O brasileiro consome em média 500 miligramas de cálcio por dia, quando a quantidade recomendada é o dobro. Uma alimentação balanceada é a melhor decisão para evitar problemas no futuro, como a osteoporose, uma doença que atinge os ossos. Ela se caracteriza pela diminuição substancial de massa óssea, tornando os ossos frágeis e mais suscetíveis a fraturas.",Qual a quantidade média de cálcio que o brasileiro consome por dia?,"{'A': '200 miligramas', 'B': '500 miligramas', 'C': '1000 miligramas', 'D': '1500 miligramas', 'E': '3000 miligramas'}",{'B': '500 miligramas'},Remember,Beginner,5.0,4,5,5,5,"A questão é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre a quantidade de cálcio consumida pelo brasileiro e suas implicações para a saúde. Quanto à aderência, o nível de Bloom 'Remember' e a dificuldade 'Beginner' estão adequados para a pergunta apresentada. A gramática da questão está correta, sem erros perceptíveis. A resposta é clara e fornece informações suficientes para que o respondente possa escolher a opção correta. A opção marcada como correta ('500 miligramas') está de acordo com as informações fornecidas no enunciado.","Score(precision=0.5, recall=0.1111111111111111, fmeasure=0.1818181818181818)",2.422170661530144e-156,{'C': '1000 miligramas'},gpt-3.5-turbo
105,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2013,"O brasileiro consome em média 500 miligramas de cálcio por dia, quando a quantidade recomendada é o dobro. Uma alimentação balanceada é a melhor decisão para evitar problemas no futuro, como a osteoporose, uma doença que atinge os ossos. Ela se caracteriza pela diminuição substancial de massa óssea, tornando os ossos frágeis e mais suscetíveis a fraturas.",Por que uma alimentação balanceada é importante para evitar a osteoporose?,"{'A': 'Porque aumenta a quantidade de cálcio no organismo', 'B': 'Porque diminui a quantidade de cálcio no organismo', 'C': 'Porque ajuda a manter a massa óssea saudável', 'D': 'Porque causa fragilidade nos ossos', 'E': 'Porque não tem relação com a osteoporose'}",{'C': 'Porque ajuda a manter a massa óssea saudável'},Understand,Intermediate,5.0,5,5,5,5,"A questão de múltipla escolha é altamente relevante, pois está diretamente relacionada ao contexto fornecido sobre a importância da alimentação balanceada para evitar a osteoporose. O nível de Bloom (Compreensão) e o nível de dificuldade (Intermediário) estão apropriados para a pergunta. A gramática da questão está correta, fornecendo informações claras e concisas. A questão é facilmente respondida com base nas informações fornecidas no enunciado. A opção correta está claramente indicada e é a resposta correta de acordo com o contexto apresentado.","Score(precision=0.8181818181818182, recall=0.14285714285714285, fmeasure=0.2432432432432432)",7.359351713410827e-80,{'C': 'Porque ajuda a manter a massa óssea saudável'},gpt-3.5-turbo
106,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2013,"O brasileiro consome em média 500 miligramas de cálcio por dia, quando a quantidade recomendada é o dobro. Uma alimentação balanceada é a melhor decisão para evitar problemas no futuro, como a osteoporose, uma doença que atinge os ossos. Ela se caracteriza pela diminuição substancial de massa óssea, tornando os ossos frágeis e mais suscetíveis a fraturas.",O que caracteriza a osteoporose?,"{'A': 'Aumento substancial de massa óssea', 'B': 'Diminuição substancial de massa óssea', 'C': 'Aumento de resistência dos ossos', 'D': 'Diminuição da fragilidade dos ossos', 'E': 'Aumento da densidade óssea'}",{'B': 'Diminuição substancial de massa óssea'},Understand,Intermediate,5.0,5,5,5,5,"A questão apresenta alta qualidade em todas as métricas avaliadas. A relevância é máxima, pois a pergunta está diretamente relacionada ao contexto fornecido sobre osteoporose. O nível de Bloom (Understand) e a dificuldade (Intermediate) estão apropriados para a pergunta. A gramática da questão está correta, sendo clara e concisa. A resposta é facilmente identificável e a opção correta está corretamente marcada. Todas as informações necessárias para responder à pergunta estão presentes no enunciado.","Score(precision=0.8, recall=0.06349206349206349, fmeasure=0.11764705882352941)",5.243463008684329e-236,{'B': 'Diminuição substancial de massa óssea'},gpt-3.5-turbo
107,CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS,2013,"O brasileiro consome em média 500 miligramas de cálcio por dia, quando a quantidade recomendada é o dobro. Uma alimentação balanceada é a melhor decisão para evitar problemas no futuro, como a osteoporose, uma doença que atinge os ossos. Ela se caracteriza pela diminuição substancial de massa óssea, tornando os ossos frágeis e mais suscetíveis a fraturas.",Qual a quantidade recomendada de cálcio por dia para os brasileiros?,"{'A': '200 miligramas', 'B': '500 miligramas', 'C': '1000 miligramas', 'D': '1500 miligramas', 'E': '1000 miligramas'}",{'E': '1000 miligramas'},Remember,Intermediate,5.0,4,5,5,5,"A questão é altamente relevante, pois aborda a recomendação de cálcio para os brasileiros, relacionando com a área de Ciências da Natureza e suas Tecnologias. Quanto à aderência, o nível de Bloom 'Remember' e a dificuldade 'Intermediate' estão adequados. A gramática da questão está correta. A resposta correta é clara e as opções fornecem informações suficientes para chegar a ela. Além disso, a opção marcada como correta ('1000 miligramas') está correta de acordo com o enunciado.","Score(precision=0.5833333333333334, recall=0.1111111111111111, fmeasure=0.18666666666666668)",9.404414058013427e-80,{'D': '1500 miligramas'},gpt-3.5-turbo
