id,year,context,question,options,correct_answer,area
1,2022,"TEXT 1
Representative democracy requires, for its functioning, a set of characteristics, which can be understood as institutions. They are: Elected officials; Free, fair and frequent elections; Inclusive suffrage; Right to run for elective office; Freedom of expression; Diversified sources of information; Autonomy for associations. Among the mentioned categories, two stand out as pillars of the democratic regime.
Freedom of expression: citizens have the right to express themselves, without the danger of severe punishments, regarding political matters in general, which includes the freedom to criticize government officials, the government itself, the regime, the socioeconomic order, and the dominant ideology.
Diversified sources of information: citizens have the right to seek alternative, diversified, and independent sources of information. Furthermore, the existence of alternative sources of information must be protected by law.
TEXT 2
Source of the Text: DAHL, R. A. On Democracy, EDU: UnB, 2001 (adapted).
Although political regimes can be overthrown and ideologies criticized and stripped of their legitimacy, behind a regime and its ideology there is always a way of thinking and feeling, a series of cultural habits, a nebula of obscure instincts and unfathomable impulses.
Source of the Text: ECO, U. The Eternal Fascism. In: Five Moral Writings. Editora Record: Rio de Janeiro, 2002 (adapted).
TEXT 3
The figure below exemplifies some behaviors that, according to Umberto Eco, can be considered contradictory to democratic principles.
Description of the Figure:
7 frames are presented with different phrases and illustrations.
Phrase: 'Cult of traditions and roots'.
Illustration: drawing of a bald eagle wearing a baseball cap.
Phrase: 'Constant state of threat'.
Illustration: war tank.
Phrase: 'Exaltation of popular will'.
Illustration: hand prop with raised index finger and the writing '#1 - the best'.
Phrase: 'Opposition to critical analysis'.
Illustration: microphones emitting the phrase 'Fake News!'.
Phrase: 'Obsession with conspiracies and external culprits'.
Illustration: drawing of immigrants as targets.
Phrase: 'Proclamation of a leader (the voice of the people)'.
Illustration: a person on a hill speaking to the crowds.
Phrase: 'Limited and repetitive language'.
Illustration: a mouth saying 'I have the best words'.","Based on the conception of political regimes, addressed by the authors, evaluate the following statements, indicating which are correct.
Democracy is the system that aims to ensure its citizens a broader personal freedom than other models.
Freedom of expression in the democratic system ensures that the manifestation of a political agent and a citizen have equivalent repercussions.
Fake news are manifestations related to the category of diversified sources of information and can be used as a strategy to weaken the democratic system of government.
The right to freedom of expression allows the issuance of critical opinions and speeches contrary to democracy and human rights.
Only what is stated in","{'A': 'I and II', 'B': 'I and III', 'C': 'II and IV', 'D': 'I, III and IV', 'E': 'II, III and IV'}",{'B': 'I and III'},Journalism
2,2022,"TEXT 1
Data from the survey conducted by TransgenderEurope (TGEU) shows that Brazil has remained for the 13th consecutive year as the country that most kills transgender people.
Map Description:
Title: Transgender Deaths - by countries from 2008 to 2021 - Absolute numbers:
• More than 1000: Brazil.
• 501 to 1000: Mexico.
• 251 to 500: USA.
• 101 to 250: Argentina, Venezuela, Colombia, India.
• 51 to 100: Turkey.
• 2 to 50: Canada, Russia, China, Saudi Arabia, Australia and part of Europe.
TEXT 2
According to data from the Notification of Injuries Information System (Sinan), from the Ministry of Health, there was a gross increase of 5% in violence against homosexuals and 37.1% in violence against bisexuals, going from 4,855 records in 2018 to 5,330 in 2019. The following graph presents the percentage data of reported cases in 2019, according to the victims' sexual orientation.
Graph Description:
Title: Brazil: Profile of Homosexual and Bisexual People Victims of Violence, by Sexual Orientation, by Age Group (2019):
• 10 to 14 years: Heterosexuals (9%), Homosexuals (6%), Bisexuals (8%).
• 15 to 19 years: Heterosexuals (14%), Homosexuals (16%), Bisexuals (27%).
• 35 to 39 years: Heterosexuals (11%), Homosexuals (9%), Bisexuals (7%).
• 40 to 44 years: Heterosexuals (9%), Homosexuals (7%), Bisexuals (4%).
• 60 to 64 years: Heterosexuals (3%), Homosexuals (2%), Bisexuals (1%).","Considering the information presented in the map and graph, as well as the social situation of LGBTQIAPN+ groups, evaluate the following statements, indicating which ones are correct.
Speeches and practices against sexual and gender diversity are incompatible with the ethical premises and human rights that govern democratic societies.
Violence against LGBTQIAPN+ groups is historical, symbolic, psychological, and physical, occurring due to stereotypes and stigmas prevailing in society and through repression and abuse.
From the age of 40, there is a higher incidence of violence against heterosexual people compared to other groups, indicating that vulnerability is independent of sexual orientation.
Brazil is the country where the highest number of deaths of trans people is identified among the analyzed countries, a situation that reveals the need for a more assertive public policy to combat crimes committed against LGBTQIAPN+ groups.
Only what is stated in","{'A': 'I and III', 'B': 'I and IV’, 'C': 'II and III', 'D': 'I, II and IV', 'E': 'II, III and IV'}","{'D': 'I, II and IV’}",Administration
3,2022,"In 2019, armed violence was three times higher for the black population compared to the non-black population, both for the general population and for the youth group (between 15 and 29 years old). Regarding the mortality rate per 100,000 inhabitants in the group of people up to 14 years old, the inequality in the victimization of black children and adolescents by firearm assault also stands out, with a rate 3.6 times higher than that of non-blacks in 2019. Source of the Text: INSTITUTO SOU DA PAZ. Armed violence and racism: the role of firearms in racial inequality. 2021.","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. Racial factor is an important determinant in the analysis of data related to homicides and violence in Brazil in the population of adolescents and young people. BECAUSE II. The black population suffers more violence than the non-black population, due to the existing structural racism in the country, in addition to other social vulnerabilities associated with this form of prejudice. Regarding these assertions, choose the correct option.","{'A': 'Assertions I and II are true propositions, and II is a correct justification for I.', 'B': 'Assertions I and II are true propositions, but II is not a correct justification for I.', 'C': 'Assertion I is a true proposition, and II is a false proposition.', 'D': 'Assertion I is a false proposition, and II is a true proposition.', 'E': 'Assertions I and II are false propositions.'}","{'A': 'Assertions I and II are true propositions, and II is a correct justification for I.'}",Administration
4,2022,"TEXT 1
In addition to a lawsuit regarding the Temporal Framework being processed in the Judiciary, there is also a bill in the Chamber of Deputies that seeks to turn the Temporal Framework thesis into law. It is Bill No. 490/2007, which determines that only the peoples who were occupying the lands considered ancestral on the day of the promulgation of the Federal Constitution, on October 5, 1988, should have the right to these lands.
Available on g1.globo website. Accessed on: June 21, 2022 (adapted).
TEXT 2
The murder of the indigenist Bruno Pereira and the journalist Dom Phillips exposed to the world the importance of demarcating indigenous territories, guaranteed by the 1988 Federal Constitution. Indigenous territories, besides preserving identities, ways of life, traditions, and cultures of these peoples, are also essential for environmental preservation. They contribute to containing greenhouse gas emissions, promoting biodiversity, and enhancing systems.
If the Temporal Framework criterion is maintained, the land conflict may intensify. The territories will become areas of more conflicts between farmers, miners, prospectors, land grabbers, rural producers, drug traffickers, fish traders, hunters, and loggers, resulting in the death of indigenous people and forest defenders, and by extension, of indigenous territories.","Based on the texts presented, evaluate the following statements, indicating which ones are correct.
Indigenous territories, with the regulation of the Temporal Framework, will be formally protected from invasions, and the original peoples will be able to maintain their cultural traditions.
The actions of groups of prospectors, illegal fishermen, deforesters, and some sectors of agricultural activities have been confronting the original peoples in territorial disputes.
The increase in crime in indigenous territories is associated with the economic interests of unsustainable exploitation of the environment, such as those related to illegal mining and deforestation.
The existence of indigenous social movements is essential for the struggle for social, cultural, and land access rights by the original peoples, as well as for the preservation of the environment and the way of life of indigenous peoples.
The Brazilian state is prevented from intervening in the demarcation of indigenous territories, respecting the autonomy, self-management, and free determination of the original peoples, according to the 1988 Federal Constitution.
Only what is stated in is correct","{'A': 'I and V', 'B': 'I, III and V’, 'C': 'II, III and IV', 'D': 'II, IV and V', 'E': 'I, II, III and IV'}","{'C': 'II, III and IV'}",Administration
5,2022,"Research carried out by the Brazilian Observatory of Public Policies of the Federal University of Minas Gerais (UFMG) indicates that the population living on the streets increased in Brazil in 2022. From January to May this year, more than 26 thousand new people in this situation were registered in the Single Registry (CadÚnico) of the Federal Government. In the country, more than 180 thousand people are registered in CadÚnico. Available on the g1.globo website. Accessed on: July 6, 2022 (adapted).","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. The existence of people living on the streets in Brazil mainly stems from the social inequalities arising from the Covid-19 pandemic. BECAUSE II. One of the effects of the Covid-19 pandemic was the increase in the number of people living on the streets in Brazil, which highlights the socio-spatial segregation of Brazilian cities. Regarding these assertions, choose the correct option.","{'A': 'Assertions I and II are true propositions, and II is a correct justification for I.', 'B': 'Assertions I and II are true propositions, but II is not a correct justification for I.', 'C': 'Assertion I is a true proposition, and II is a false proposition.', 'D': 'Assertion I is a false proposition, and II is a true proposition.', 'E': 'Assertions I and II are false propositions.'}","{'D': 'Assertion I is a false proposition, and II is a true proposition.'}",Administration
6,2022,"By the end of 2021, around 89.3 million people were displaced worldwide due to violence, persecution, human rights violations, or other conflicts in their places of origin. This contingent of forced displacements had already reached over 100 million people by May 2022, motivated by instabilities such as those in Afghanistan, some African countries, and the regions of Ukraine occupied by Russia, as well as other places where armed conflicts had been ongoing, such as in Syria. Available at acnur.org. Accessed on: June 21, 2022 (adapted). Description of the figure: The cartoon by artist Latuff depicts Syrian migrants fleeing the civil war towards Europe. On a beach, three characters watch the arrival of overcrowded boats with migrants: The first one, with his hands in his pockets, is wearing a gray suit with a dollar sign symbol on his back and says, 'I see cheap labor!'. Next to him, a lady wearing the flag of the European Union shows concern and says, 'I see a headache!'. Finally, with his back to the beach, the third person wears clothes with the colors of the US flag, bids farewell by touching the lady's shoulder, whistles, and says, 'I'll see you on my next military adventure!'","Regarding current forced international migrations, choose the correct option.","{'A': 'Interests regarding the type of treatment given to immigrants worldwide are independent of their countries of origin.', 'B': 'Xenophobia, which consists of prejudice against foreigners, is due to the lack of international norms for handling immigration situations.', 'C': 'Refugees are migrants from underdeveloped countries who move to central countries of global capitalism in order to serve as cheap labor.', 'D': 'Forced international migrations arise from economic globalization, whose processes are responsible for the increase in the number of refugees worldwide.', 'E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'}",{''E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'},Administration
7,2022,"TEXT 1
Description of the Graph:
Title: Latin America, Caribbean (21 countries): Femicide or femicide (2021) (in absolute numbers and rates per 100,000 women)
The following data are presented:
Countries - Absolute Number of Deaths - Deaths per 100,000 women (approximately)
Honduras - 227 - 4.8
Santa Lucia - 4 - 4.5
Trinidad and Tobago - 22 - 3.1
Dominican Republic - 132 - 2.4
El Salvador - 73 - 2.3
Bolivia - 113 - 2
Brazil - 1738 - 1.8
Panama - 31 - 1.5
Mexico - 948 - 1.6
Guatemala - 119 - 1.2
Uruguay - 19 - 1.1
Argentina - 251 - 1.1
Paraguay - 36 - 1
Ecuador - 79 - 0.9
Peru - 148 - 0.9

TEXT 2
Research results from the Economic Commission for Latin America and the Caribbean (ECLAC), linked to the United Nations (UN), indicate that, in addition to intimate femicide, perpetrated by partners or ex-partners of the victim, and systemic sexual femicide, where the victim is kidnapped and raped, there is lesbophobic or biphobic femicide, configured when the victim is bisexual or lesbian and is murdered because the aggressor believes she should be punished for her sexual orientation.
Available on the ebc website. Accessed on: Aug 22, 2022.","Based on the graph and information from the text, choose the correct option.","{'A': 'The presented graph ranks the countries based on a proportion calculation, and in this perspective, Santa Lucia has one of the lowest femicide rates in the region.', 'B': 'Public policies for women assume that they should be primarily responsible for their own safety, avoiding risky behaviors.', 'C': 'The Latin American countries with the highest rates of femicides per 100,000 women, according to the presented graph, are Brazil, Mexico, and Argentina.', 'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions but also by economic, age, racial, cultural, and religious differences.', 'E': 'The number per 100,000 women victims of femicide in Brazil explains the country's high position in the ranking, unlike Honduras, which relatively records fewer occurrences than Brazil.'}","{'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions but also by economic, age, racial, cultural, and religious differences.'}",Administration
8,2022,"Description of the image:
Photo of Charles Humpres showing graffiti by Eduardo Kobra. The art occupies the side space of two floors of a building, characterized by the intense use of contrasts and colors that portrays a man sitting on the ground, head down, barefoot, with two empty plates by his side and holding a sign that reads 'Welcome to real Brazil'.
Initially, the transgressive nature of graffiti was seen by the State as vandalism in public space and as a danger to the conservation of private property, therefore, it should be combated. Over time, however, this marginal conception has transformed, leading to an acceptable valorization by the State and positive for society. This transition of graffiti, from marginal art to recognized and accepted artistic expression, has revealed important aspects not only for graffiti professionals, but for society as a whole, as it incorporates the possibility of being an artistic product of cultural, economic, and ideological value.
Source of the Text: PIRES, E. M.; SANTOS, F. A. The city of São Paulo and its dynamics: graffiti, Clean City Law, and urban advertising. Annals of the Museu Paulista: History and Material Culture. v. 26, São Paulo, 2018 (adapted).","Considering the text and image presented, it is correct to state that graffiti consists of a","{'A': 'popular expression associated with protest and, therefore, is not recognized as art.', 'B': 'conventional expression of hierarchies consolidated over time and still present in society.', 'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.', 'D': 'urban intervention that brings harm to society because it generates latent conflicts between different social classes.', 'E': 'aesthetic intervention carried out with the purpose of standardized beautification of urban spaces through the use of intense and contrasting colors.'}",{'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.'},Administration
9,2022,"The National Radio is responsible for the existence, from the 1940s and 1950s, of large fan bases of Rio de Janeiro clubs in all Brazilian states. In the most remote locations of the country, millions of Brazilians tuned in to PRE-8 and, as Rubem Braga said, learned, through its soap operas, audience programs, musicals, and news programs, to speak the language of the National Radio. It was a radio station from Rio de Janeiro, and in terms of football, what it taught the Brazilian was to support Rio de Janeiro clubs. Source of the Text: AGUIAR. Almanac of the National Radio. 2007 (adapted).","Considering the text, evaluate the following statements. The history of radio in Brazil was characterized by broadcasts from urban centers, laden with accents and social contexts distant from those experienced by much of the audience that the sound waves could reach. Sports journalism developed nationally at the beginning of radio broadcasts in Brazil, focusing on coverage of national competitions between teams from different states and regions. The radio diffusion, in the mid-20th century, was guided by adaptation to the linguistic and cultural diversity of the audience, as the stations broadcasted throughout the Brazilian territory. It is correct what is stated in","{'A': 'I only.', 'B': 'III only.', 'C': 'I and II only.', 'D': 'II and III only.', 'E': 'I, II and III.'}",{'A': 'I only.'},Journalism
10,2022,"According to the international parameters approved by Unesco in 2005, concrete actions of diversity in the media seek to represent the human heterogeneity contained in the thought, culture, and speech of socially historically silenced groups, such as women, black people, people with disabilities, immigrants, people over fifty years old, and LGBTQIAPN+. In the specific case of journalism, it can impact the choices of other investigated topics, consulted sources, forms of investigation, as well as new strategies for presentation and socialization of information that are consistent with the realities experienced by those populations. Available on the Observatório da Imprensa website. Accessed on: June 27, 2022 (adapted).","Considering the text, evaluate the following statements. The different systems that hierarchically define people's place in society, in an intersectional way, silence those who accumulate socially inferiorized characteristics, leaving them out or on the margins of the agendas and content produced by the mainstream media. Prejudice and discrimination are perceived by the lack of representativeness or under-representation of certain groups in newsrooms and corporate communication, reproducing social inequality in organizations, with a reflection on journalistic production. Actions to democratize communication and give voice to the social and cultural diversity of a people involve encouraging the coverage of topics close to people's reality, the search for alternative sources, and the development of formats, products, and texts suitable for audiences. It is correct what is stated in","{'A': 'I only.', 'B': 'III only.', 'C': 'I and II only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}","{'E': 'I, II, and III.'}",Journalism
11,2022,"TEXT 1
On June 20, 2022, the news website The Intercept Brazil, in partnership with the portal Catarinas, published a story denouncing that an 11-year-old girl, pregnant after being a victim of rape, had been kept by the Justice of Santa Catarina in a shelter for over a month, in order to prevent her from having a legal abortion. According to the story, published using text and video, the girl was taken to the hospital by her mother to undergo the procedure two days after the pregnancy was discovered. Although the Penal Code allows abortion in cases of sexual violence, the medical team refused to perform the procedure. The girl was then sent to the shelter by the court, under the justification that there was a risk that the mother would take some action to end the baby's life. The report shows video excerpts of the victim's mother's testimony (image below) and the girl herself. The case had wide media coverage and the same excerpts of the testimonies were reproduced on several newscasts.
Image description: Photograph taken from a video recorded on May 9, 2022, containing the testimony of the child's mother, shows the blurred image of the deponent next to a crucifix fixed on the wall. Below the photo, on black bars, is the following sentence: 'Mother: It's the last thing I ask for.'.

TEXT 2
The Statute of the Child and Adolescent (Law No. 8,069, of July 13, 1990) establishes, among other legal provisions, the right to freedom, respect, and dignity of these individuals.
In its art. 17, it establishes that 'the right to respect consists of the inviolability of the physical, psychological, and moral integrity of the child and the adolescent, encompassing the preservation of the image, identity, autonomy, values, ideas, beliefs, spaces, and personal objects'.
In 2009, the Statute was amended to include privacy among the specific measures for the protection of children and adolescents. In its art. 100, the document establishes that 'the promotion of the rights and protection of the child and the adolescent must be carried out with respect for intimacy, the right to image, and the reservation of their private life' (Included by Law No. 12,010, of 2009).","Considering the texts presented and the ethical limits of journalism in its work of defending human rights, evaluate the following statements, indicating which are correct.
In journalistic articles, before publishing images or voices, it is important for the press professional to assess the degree of exposure of the victim to avoid subjecting them to new embarrassing situations.
In reports on violence committed against children and adolescents, journalists must protect the identity of the victims, which implies not identifying their images and voices and those of their relatives.
In journalistic coverage of violence against children and adolescents, the priority of the stories should be to seek justice for the victims through denunciation and exposure of the aggressors and those responsible for the crimes committed.
What is correct is stated in","{'A': 'I only.', 'B': 'III only.', 'C': 'I and II only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}",{'C': 'I and II only.'},Journalism
12,2022,"Description of the image: Image of a TV news scene, where the black presenter dialogues with five other communication professionals, also black. Below appear the texts: 'PROTESTS IN THE UNITED STATES' 'GUYS... THE AGENDA IS RACISM...' '3 MORE POLICEMEN WILL BE CHARGED FOR THE MURDER OF GEORGE FLOYD'. After the Em Pauta program, from GloboNews, was criticized on social media for only having white journalists and commentators talking about racism, the next day's show featured a team of black professionals to discuss the subject. Presenter Marcelo Cosme started the program by saying that they understood the message from internet users and, therefore, invited a team of black professionals to 'discuss a topic they know very well, because they face it in their lives'. On both days, the program addressed the wave of protests against racism that occurred in the United States after the death of George Floyd, suffocated by a white policeman in Minneapolis. Available on the uol website. Accessed on: June 27, 2022 (adapted).","Considering the image and the text presented, evaluate the following statements, indicating which are correct. Contemporary audiovisual production and journalism are configured to respond to social and behavioral demands required by civil society, through the active participation of viewers on social networks. Communication organizations and companies are pressured to update their policies, guidelines, and ways of operating, to maintain the audience in accordance with the changes that have occurred in society, based on interaction with their audiences. The concept of 'lugar de fala' (speaking position), as a relative yearning for freedom of expression, is historically occupied in Brazilian journalism, in order to represent the social and cultural diversity of the people regarding class, race, and gender. The response of social media to journalistic programs represents a decline in viewers' critical thinking, who, instead of focusing on the content, complain about the formats and visuals of the news programs, worrying about issues that are of little importance to Brazilian society. Only what is stated in","{'A': 'I and II.', 'B': 'I and IV.', 'C': 'II and III.', 'D': 'I, III and IV.', 'E': 'II, III and IV.'}",{'A': 'I and II.'},Journalism
13,2022,"Currently, in the routine of producing a printed vehicle, the planning of a journalistic coverage needs to take into account new demands and new productive arrangements that characterize the most recent phase of journalism, in which there is an increasing tendency towards synergy between the print and website newsrooms of a vehicle. This is a process in full development, with models being tested in all areas. In the search for paths for the profession facing numerous ongoing technological, professional, and economic transformations, adaptations have been constant.","Considering this context, evaluate the following assertions and the proposed relationship between them.
I. The convergence between the digital and print environment, which characterizes current journalism, requires the journalist to be a multitasking professional, capable of serving different platforms and skillfully performing the functions of researching, writing, recording, photographing, filming, editing, and posting informative material.
BECAUSE
II. In unified, integrated, and increasingly reduced newsrooms, it is necessary for a journalistic coverage to be designed taking into account not only the interaction between media, which marks contemporary journalism, but also the predominance of journalistic formats whose hybrid characteristics require the professional to have a broad mastery of various techniques and functions.
Regarding these assertions, indicate the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.'}",Journalism
14,2022,"Journalistic activities are an exception to the applicability of the General Data Protection Law (LGPD) (article 4, item II, item 'a'), that is, the regulation of personal data protection cannot be used as a form of censorship or limitation of the exercise of freedom of the press.
Source of the Text: CHAVES. et al. Journalism and personal data protection: freedom of expression, information, and communication as foundations of the LGPD. 2022 (adapted).
'Art. 5 For the purposes of this Law [LGPD], it is considered: II - sensitive personal data: personal data on racial or ethnic origin, religious belief, political opinion, membership of a union or organization of religious, philosophical, or political character, data related to health or sexual life, genetic or biometric data, when linked to a natural person.'
Source of the Text: BRAZIL. Law No. 13,709, of August 14, 2018. General Data Protection Law (LGPD). Official Gazette of the Union.","Considering the presented texts, evaluate the following statements, indicating which ones are correct.
I. The publication of banking data of fraud suspects constitutes a violation of the LGPD, as they are classified as sensitive data.
II. The publication of information revealed without the consent of patients in hospitals constitutes a violation of the LGPD.
III. The applicability of the LGPD to journalism helps protect the professional and the source.

It is correct what is stated in","{'A': 'I only.', 'B': 'II only.', 'C': 'I and III only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}",{'B': 'II only.'},Journalism
15,2022,"Description of the images: Two photographs captured by people who witnessed an attack on a work of art are shown. In the first photo, the painting La Gioconda appears partially stained white. The second photo is out of focus and shows the image of a young person wearing a wig and a cap.
One of the most famous works of art in the world, La Gioconda (also known as Mona Lisa), was vandalized at the Louvre Museum in Paris. Someone threw what appears to be a pie at the painting. The person was disguised with a wig and was in a wheelchair. The person's identity has not been disclosed, and the motive for the attack is still unknown. Several visitors posted photos and videos of the incident on social media. The painting was undamaged as it is protected by a glass panel.
Available on the g1.globo website. Accessed on: June 27, 2022 (adapted).","Considering the images and the text presented, evaluate the following statements, indicating which ones are correct.
Images taken spontaneously and fortuitously by ordinary people have become acceptable for online journalistic publications due to the immediacy of the news, even if they do not have the quality of those captured by professional cameras. 
The use of smartphones in photojournalism has led to the generation of images before news verification and their rapid publication, even in low quality, leaving relevant information for later publication in suites and derivative materials. 
Images taken by photojournalists differ from those captured by the general public because they work based on journalistic concepts and are motivated by characteristic professional conceptions and perspectives. 
It is correct to state that
","{'A': 'I only.', 'B': 'II only.', 'C': 'I and III only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}",{'C': 'I and III only.'},Journalism
17,2022,"The set of activities that make up the coverage of football matches goes far beyond the broadcast of the matches themselves. It is a continuous or permanent action, since matches, championships, and a large set of actions directly or indirectly linked to them - training sessions, player sales and loans, internal club politics, tactics and coaches, game schedules, etc. - are recurring themes in sports programs or in the television news of TV stations.
Source of the Text: TEMER; TONDATO. Television in search of interactivity: an analysis of non-fiction genres. 2009 (adapted).","Considering the actions mentioned in the presented text, evaluate the following assertions and the proposed relationship between them.
I. The bulletins or stand-ups distributed in the programming are part of the broadcast of the most important games even before they start, fitting into the coverage as a format on TV stations. 
BECAUSE 
II. The information directly or indirectly linked to the games make up a set of actions specifically covered in sports programs by TV teams. 
Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'C': 'Statement I is a true proposition, and II is a false proposition.'}",Journalism
18,2022,"TEXT 1
Since the modern period, photographs have been the subject of discussion about the exposure of suffering. This reflection has been developed around images that present various situations of catastrophes, wars, attacks, diseases, and accidents. If, on one hand, photographic images in mass media emerge as records of daily misfortunes and woes, on the other hand, the ethical implications of photojournalistic practice have shed light on the creation of a large gallery of sufferers transformed into examples of various themes that make up ordinary sufferings. This has been the target of criticism focused on both the exploitation of others' misfortunes and the critical and affective numbness of viewers stimulated by this torrent of images of suffering. However, photojournalism still plays an important role in the ways of perceiving the realities of the world, configuring itself as a complex field of visibility in which various pacts of access and distribution of places between bodies and speeches operate.
TEXT 2
Source of the Text: BIONDI, A. Three figurations of the suffering body in photojournalism. In: MARTINS, M. L. et al. (org.). Figurations of death in the media and culture: between the strange and the familiar. 2016 (adapted).
Image description: The image captures the despair of a mother jumping into a well to save her drowning son.","Considering that the text and the photograph presented raise some of the ethical dilemmas of photojournalistic practice, evaluate the following statements, indicating which ones are correct.
By frequently exploring experiences of suffering, photojournalism assumes an ethical place, as it participates in the common constitution of notions such as justice, fear, indignation, among other affective and political dispositions. 
Images like that of the photojournalist Tiago Brandão violate the Journalists' Code of Ethics, as they exploit others' suffering without presenting relevant and of broad public interest information. 
When human suffering is the visual motive of photojournalism, in addition to reporting an event, the image also proposes modes of experience that compassionately mobilize the viewer towards precarious bodies. 
It is correct what is stated in","{'A': 'I only.', 'B': 'II only.', 'C': 'I and III only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}",{'C': 'I and III only.'},Journalism
20,2022,"Description of the image: Cover of the printed newspaper Gazeta do Povo. In the center and in large dimensions, there is a photograph of a young face painted with the colors of the Brazilian flag. The green color of the painting appears fading due to tear marks running down the face. Above the photograph, the highlighted texts:
• 'The defeat of defeats'
• 'The World Cup of World Cups has become the biggest humiliation of the Brazilian national team in World Cup history'
'7-1 rout is the worst shame suffered by a team in semifinals'
'Germany surpasses Brazil in number of finals played'
Description of the image: Cover of the printed newspaper Meia Hora. On a completely black background, in the center, text in white letters, highlighted:
'There will be no cover. Today we can't make jokes, we are ashamed. Tomorrow we will be back*'
In a footer note, the text:
'*While you were reading this... another goal from Germany'.
On July 8, 2014, the Brazilian National Football Team was massacred by the German National Team when it was eliminated from the World Cup semifinals with a 7-1 defeat. The following day, the newspapers Gazeta do Povo (PR) and Meia Hora (RJ), among other Brazilian periodicals, featured on their covers the historic result of that match, using different visual and graphic resources.","Considering the presented covers and the basic parameters of visual and graphic planning in journalism, choose the correct option.","{'A': 'Newspaper covers should prioritize emotions over journalistic information, as this is a way to build a differential in a highly competitive editorial market.', 'B': 'Printed newspaper covers should be considered miniature posters, suitable for quick and complete reading of information, giving images greater prominence than headlines and texts.', 'C': 'Newspaper front pages should be standardized and have a rigid layout structure, as deviations and design variations harm the identification of the publication by more loyal readers.', 'D': 'Printed newspaper cover headlines, especially the main headlines, are the main graphic elements responsible for the success or failure of sales of an edition.', 'E': 'Newspaper covers are powerful graphic and visual interfaces, as it is through them that a printed publication excites, provokes, convinces, stimulates, arouses curiosity, and seduces readers.'}","{'E': 'Newspaper covers are powerful graphic and visual interfaces, as it is through them that a printed publication excites, provokes, convinces, stimulates, arouses curiosity, and seduces readers.'}",Journalism
21,2022,"In June 2020, three months after the Covid-19 pandemic was declared worldwide, an initiative would mark the Brazilian press. Faced with the limitation, delay, and irregularity in the disclosure of data about the disease, a consortium of press vehicles was created, bringing together G1, O Globo, Extra, O Estado de S.Paulo, Folha de S.Paulo, and UOL. Amid the evolution of the disease in the country, six newsrooms set up a task force to collect data from the state secretariats and the Federal District to ensure the population access to quality information about the new coronavirus. This historic partnership among press vehicles was recognized as an important step in combating misinformation.","Considering this context, evaluate the following statements and the proposed relationship between them. I. The initiative to create the Brazilian press consortium reflects a movement underway in global journalism and suggests that, despite the competition between vehicles, collaboration among newsrooms to achieve common goals has been increasingly established in the professional daily life. BECAUSE II. The demand for quality information, the search for transparency, the attempt to elucidate the complexity of certain topics, and the desire to reveal facts of public interest are challenges that journalists can overcome by joining forces and sharing tasks, which also allows reducing the exclusive dependence on systematized data from official sources and strengthening the credibility of their brands and journalism itself. Regarding these statements, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.'}",Journalism
